id,conversation_id,parent_claim,child_claim,dependency_type
1799,715,Claim_2955,Claim_7364,extends
1800,439,Claim_334,Claim_5346,requires
1801,131,Claim_4424,Claim_9712,extends
1802,172,Claim_1552,Claim_9266,contradicts
1803,209,Claim_2950,Claim_8789,extends
1804,551,Claim_4890,Claim_7615,contradicts
1805,377,Claim_4607,Claim_9631,extends
1806,160,Claim_2671,Claim_5523,requires
1807,286,Claim_3983,Claim_7639,extends
1808,611,Claim_2219,Claim_8648,requires
1809,364,Claim_3262,Claim_8001,contradicts
1810,105,Claim_1331,Claim_9219,contradicts
1811,447,Claim_1654,Claim_9392,extends
1812,439,Claim_4018,Claim_8342,requires
1813,356,Claim_3720,Claim_5478,extends
1814,83,Claim_27,Claim_5642,extends
1815,131,Claim_585,Claim_7011,extends
1816,660,Claim_4226,Claim_9039,contradicts
1817,805,Claim_1723,Claim_7145,extends
1818,76,Claim_2469,Claim_7354,extends
1819,845,Claim_2751,Claim_7364,contradicts
1820,773,Claim_3720,Claim_7364,extends
1821,634,Claim_3482,Claim_9263,extends
1822,576,Claim_1042,Claim_7966,extends
1823,381,Claim_2346,Claim_6763,supports
1824,639,Claim_1576,Claim_7799,extends
1825,955,Claim_2783,Claim_6417,supports
1826,361,Claim_518,Claim_9016,extends
1827,697,Claim_2348,Claim_8112,requires
1828,969,Claim_175,Claim_8544,extends
1829,996,Claim_2096,Claim_8853,supports
1830,986,Claim_2933,Claim_8898,contradicts
1831,426,Claim_864,Claim_5141,supports
1832,681,Claim_630,Claim_5319,extends
1833,839,Claim_166,Claim_6330,extends
1834,912,Claim_841,Claim_6146,extends
1835,597,Claim_2771,Claim_7977,supports
1836,184,Claim_791,Claim_8421,extends
1837,140,Claim_1565,Claim_6256,contradicts
1838,934,Claim_2125,Claim_5809,contradicts
1839,1000,Claim_1037,Claim_6346,requires
1840,839,Claim_1890,Claim_6091,requires
1841,762,Claim_1046,Claim_5933,contradicts
1842,271,Claim_2617,Claim_6663,requires
1843,109,Claim_2754,Claim_5298,contradicts
1844,330,Claim_1022,Claim_8218,requires
1845,557,Claim_3610,Claim_9045,supports
1846,785,Claim_643,Claim_6022,contradicts
1847,780,Claim_4961,Claim_5823,extends
1848,183,Claim_3463,Claim_9397,contradicts
1849,191,Claim_1604,Claim_6433,requires
1850,195,Claim_2767,Claim_7911,contradicts
1851,425,Claim_333,Claim_6701,extends
1852,735,Claim_3170,Claim_9610,extends
1853,89,Claim_288,Claim_7796,requires
1854,85,Claim_4650,Claim_8728,extends
1855,181,Claim_1641,Claim_9491,supports
1856,363,Claim_2403,Claim_7792,contradicts
1857,141,Claim_3720,Claim_9581,requires
1858,448,Claim_1325,Claim_8121,supports
1859,901,Claim_1493,Claim_6764,contradicts
1860,440,Claim_2329,Claim_5180,extends
1861,15,Claim_4376,Claim_8552,supports
1862,615,Claim_3057,Claim_5102,requires
1863,713,Claim_4594,Claim_8577,requires
1864,961,Claim_4662,Claim_8212,extends
1865,684,Claim_4298,Claim_5887,supports
1866,909,Claim_4655,Claim_7379,requires
1867,280,Claim_3185,Claim_5965,extends
1868,241,Claim_684,Claim_9904,supports
1869,37,Claim_1164,Claim_7369,supports
1870,371,Claim_2760,Claim_5927,requires
1871,869,Claim_2678,Claim_9258,requires
1872,928,Claim_1784,Claim_8712,extends
1873,342,Claim_1675,Claim_6661,extends
1874,901,Claim_3880,Claim_5281,extends
1875,517,Claim_4859,Claim_9953,requires
1876,419,Claim_3560,Claim_9110,requires
1877,829,Claim_4367,Claim_8023,contradicts
1878,218,Claim_571,Claim_5729,requires
1879,166,Claim_550,Claim_5487,requires
1880,364,Claim_691,Claim_7497,contradicts
1881,863,Claim_3782,Claim_6694,requires
1882,752,Claim_2980,Claim_7378,extends
1883,81,Claim_150,Claim_7785,contradicts
1884,450,Claim_4058,Claim_5544,supports
1885,955,Claim_1679,Claim_5451,extends
1886,473,Claim_2708,Claim_9697,requires
1887,43,Claim_4565,Claim_9472,contradicts
1888,562,Claim_3138,Claim_9996,requires
1889,623,Claim_1549,Claim_7718,contradicts
1890,209,Claim_2096,Claim_6320,extends
1891,103,Claim_2145,Claim_9648,contradicts
1892,788,Claim_2732,Claim_6369,supports
1893,173,Claim_2832,Claim_9491,requires
1894,47,Claim_3476,Claim_6139,supports
1895,775,Claim_4196,Claim_5881,supports
1896,699,Claim_2233,Claim_5392,supports
1897,325,Claim_1017,Claim_7474,supports
1898,299,Claim_18,Claim_7935,supports
1899,572,Claim_2857,Claim_5117,supports
1900,721,Claim_1984,Claim_7182,requires
1901,645,Claim_2235,Claim_6324,requires
1902,931,Claim_1796,Claim_8397,contradicts
1903,74,Claim_1497,Claim_6408,requires
1904,311,Claim_3705,Claim_6112,contradicts
1905,709,Claim_2187,Claim_6796,extends
1906,293,Claim_2790,Claim_6736,requires
1907,14,Claim_2370,Claim_6037,contradicts
1908,27,Claim_4399,Claim_5686,requires
1909,290,Claim_2265,Claim_6133,contradicts
1910,689,Claim_1944,Claim_9680,requires
1911,541,Claim_2765,Claim_6522,requires
1912,813,Claim_3544,Claim_9122,extends
1913,20,Claim_4657,Claim_5802,supports
1914,170,Claim_1249,Claim_7513,requires
1915,400,Claim_1008,Claim_7128,extends
1916,799,Claim_4399,Claim_5321,requires
1917,2,Claim_1323,Claim_5066,requires
1918,602,Claim_126,Claim_9976,requires
1919,691,Claim_2023,Claim_7933,supports
1920,851,Claim_2607,Claim_5635,supports
1921,481,Claim_2799,Claim_6747,extends
1922,121,Claim_3604,Claim_5450,extends
1923,687,Claim_2870,Claim_6670,extends
1924,511,Claim_4904,Claim_8883,supports
1925,545,Claim_3189,Claim_5422,contradicts
1926,920,Claim_1931,Claim_8832,requires
1927,944,Claim_2832,Claim_9509,requires
1928,185,Claim_3013,Claim_6625,requires
1929,89,Claim_4034,Claim_6134,supports
1930,702,Claim_941,Claim_7649,extends
1931,246,Claim_1861,Claim_5204,supports
1932,205,Claim_1527,Claim_7758,requires
1933,590,Claim_3406,Claim_7226,requires
1934,782,Claim_2060,Claim_5551,extends
1935,947,Claim_1933,Claim_5574,supports
1936,366,Claim_750,Claim_9873,requires
1937,516,Claim_1858,Claim_9999,contradicts
1938,553,Claim_2467,Claim_6294,extends
1939,423,Claim_3542,Claim_6618,supports
1940,377,Claim_2480,Claim_6739,supports
1941,608,Claim_241,Claim_6691,contradicts
1942,709,Claim_4657,Claim_5963,extends
1943,78,Claim_2915,Claim_8121,contradicts
1944,201,Claim_3107,Claim_8540,requires
1945,91,Claim_1698,Claim_8285,contradicts
1946,429,Claim_1604,Claim_7693,supports
1947,765,Claim_2470,Claim_7661,extends
1948,189,Claim_4220,Claim_6112,extends
1949,143,Claim_2664,Claim_6773,contradicts
1950,524,Claim_2630,Claim_6532,requires
1951,781,Claim_4655,Claim_6735,contradicts
1952,611,Claim_3329,Claim_7911,requires
1953,468,Claim_2583,Claim_9504,extends
1954,657,Claim_1813,Claim_7839,extends
1955,123,Claim_4977,Claim_9065,supports
1956,700,Claim_3175,Claim_7411,supports
1957,978,Claim_3549,Claim_7363,supports
1958,148,Claim_1608,Claim_5626,contradicts
1959,288,Claim_336,Claim_6275,contradicts
1960,268,Claim_3771,Claim_9121,extends
1961,9,Claim_3708,Claim_7737,supports
1962,110,Claim_3276,Claim_6613,extends
1963,510,Claim_172,Claim_6553,contradicts
1964,585,Claim_943,Claim_7071,supports
1965,887,Claim_136,Claim_7837,extends
1966,390,Claim_4958,Claim_8252,extends
1967,841,Claim_3387,Claim_7438,extends
1968,476,Claim_1252,Claim_5608,extends
1969,934,Claim_3328,Claim_7143,contradicts
1970,964,Claim_2334,Claim_6661,requires
1971,499,Claim_3426,Claim_9176,requires
1972,626,Claim_3552,Claim_8923,contradicts
1973,400,Claim_3927,Claim_6524,requires
1974,611,Claim_4210,Claim_8346,extends
1975,5,Claim_730,Claim_6905,extends
1976,226,Claim_1087,Claim_9000,extends
1977,832,Claim_776,Claim_8705,supports
1978,176,Claim_3417,Claim_8965,supports
1979,618,Claim_4643,Claim_8153,supports
1980,304,Claim_4940,Claim_7320,supports
1981,878,Claim_4425,Claim_7883,supports
1982,316,Claim_3766,Claim_7906,requires
1983,974,Claim_1010,Claim_8407,supports
1984,816,Claim_1711,Claim_9463,contradicts
1985,598,Claim_2673,Claim_6231,requires
1986,30,Claim_3431,Claim_9223,extends
1987,861,Claim_1292,Claim_9111,requires
1988,580,Claim_2568,Claim_8310,supports
1989,315,Claim_694,Claim_5089,requires
1990,392,Claim_573,Claim_8020,extends
1991,636,Claim_1557,Claim_6295,contradicts
1992,977,Claim_3702,Claim_9324,supports
1993,933,Claim_4483,Claim_9135,contradicts
1994,816,Claim_355,Claim_8470,supports
1995,196,Claim_450,Claim_6824,contradicts
1996,754,Claim_3954,Claim_5584,supports
1997,189,Claim_404,Claim_6125,requires
1998,218,Claim_201,Claim_6139,extends
1999,895,Claim_4327,Claim_7971,contradicts
2000,720,Claim_798,Claim_6142,extends
2001,976,Claim_289,Claim_8807,extends
2002,151,Claim_1614,Claim_5375,extends
2003,249,Claim_3045,Claim_9534,extends
2004,228,Claim_1838,Claim_9722,contradicts
2005,70,Claim_865,Claim_5983,extends
2006,642,Claim_4773,Claim_9073,requires
2007,942,Claim_1996,Claim_9433,requires
2008,617,Claim_1289,Claim_8597,requires
2009,400,Claim_3585,Claim_9371,extends
2010,252,Claim_3208,Claim_5063,contradicts
2011,187,Claim_1067,Claim_9860,requires
2012,830,Claim_3344,Claim_7696,supports
2013,312,Claim_2095,Claim_7132,requires
2014,347,Claim_3765,Claim_7219,extends
2015,25,Claim_3301,Claim_6272,supports
2016,392,Claim_4325,Claim_5530,contradicts
2017,693,Claim_4564,Claim_7448,supports
2018,602,Claim_4144,Claim_8597,extends
2019,52,Claim_1419,Claim_9835,supports
2020,65,Claim_1708,Claim_5083,supports
2021,531,Claim_2226,Claim_6947,extends
2022,600,Claim_981,Claim_7373,supports
2023,594,Claim_4504,Claim_5952,supports
2024,718,Claim_3589,Claim_9841,requires
2025,256,Claim_1598,Claim_5174,contradicts
2026,2,Claim_3724,Claim_7291,contradicts
2027,55,Claim_2313,Claim_7318,extends
2028,868,Claim_1400,Claim_8613,supports
2029,846,Claim_4839,Claim_6361,supports
2030,146,Claim_4261,Claim_7302,contradicts
2031,781,Claim_914,Claim_8354,supports
2032,691,Claim_3095,Claim_9849,extends
2033,701,Claim_3347,Claim_6466,contradicts
2034,851,Claim_477,Claim_9257,contradicts
2035,885,Claim_940,Claim_8505,extends
2036,136,Claim_1971,Claim_9145,supports
2037,201,Claim_4015,Claim_5115,contradicts
2038,495,Claim_2411,Claim_5627,supports
2039,249,Claim_3899,Claim_8367,extends
2040,180,Claim_3395,Claim_7742,contradicts
2041,126,Claim_2674,Claim_6054,contradicts
2042,954,Claim_4376,Claim_6724,contradicts
2043,86,Claim_3536,Claim_6920,contradicts
2044,505,Claim_4236,Claim_5601,supports
2045,422,Claim_2318,Claim_7278,requires
2046,421,Claim_4100,Claim_7251,requires
2047,109,Claim_1558,Claim_6398,supports
2048,812,Claim_824,Claim_5483,extends
2049,853,Claim_4948,Claim_5828,contradicts
2050,534,Claim_2793,Claim_5990,supports
2051,565,Claim_3012,Claim_9307,supports
2052,938,Claim_990,Claim_5436,supports
2053,293,Claim_3146,Claim_5374,extends
2054,196,Claim_3037,Claim_7048,contradicts
2055,650,Claim_4851,Claim_8254,extends
2056,523,Claim_4852,Claim_5121,supports
2057,804,Claim_2218,Claim_5395,supports
2058,870,Claim_1152,Claim_6986,contradicts
2059,440,Claim_1867,Claim_5669,requires
2060,508,Claim_3134,Claim_8238,supports
2061,147,Claim_3711,Claim_5779,requires
2062,575,Claim_4777,Claim_6476,requires
2063,542,Claim_4545,Claim_9555,contradicts
2064,892,Claim_3839,Claim_9200,requires
2065,982,Claim_735,Claim_9467,supports
2066,875,Claim_1629,Claim_9357,extends
2067,315,Claim_4085,Claim_8635,supports
2068,357,Claim_727,Claim_5104,contradicts
2069,486,Claim_1906,Claim_5014,supports
2070,190,Claim_4237,Claim_6349,supports
2071,221,Claim_932,Claim_5645,contradicts
2072,859,Claim_4188,Claim_6415,contradicts
2073,645,Claim_757,Claim_7465,extends
2074,22,Claim_2245,Claim_7422,contradicts
2075,391,Claim_4646,Claim_8805,contradicts
2076,151,Claim_2685,Claim_9609,requires
2077,227,Claim_2461,Claim_9749,supports
2078,779,Claim_175,Claim_5750,requires
2079,430,Claim_4309,Claim_9990,extends
2080,253,Claim_2268,Claim_7947,supports
2081,63,Claim_2117,Claim_5852,contradicts
2082,92,Claim_710,Claim_6623,supports
2083,220,Claim_216,Claim_8632,requires
2084,880,Claim_3197,Claim_5578,requires
2085,5,Claim_3172,Claim_5871,requires
2086,702,Claim_3293,Claim_9558,contradicts
2087,876,Claim_3390,Claim_7547,extends
2088,816,Claim_254,Claim_9910,requires
2089,130,Claim_4350,Claim_7536,supports
2090,525,Claim_866,Claim_9380,requires
2091,588,Claim_3222,Claim_9951,extends
2092,232,Claim_2301,Claim_7085,contradicts
2093,58,Claim_2676,Claim_8031,requires
2094,146,Claim_2533,Claim_9084,requires
2095,176,Claim_680,Claim_6823,requires
2096,874,Claim_1606,Claim_8308,extends
2097,27,Claim_4776,Claim_5610,requires
2098,8,Claim_2233,Claim_9786,contradicts
2099,975,Claim_898,Claim_8909,extends
2100,885,Claim_1587,Claim_5560,supports
2101,65,Claim_3596,Claim_5458,requires
2102,434,Claim_4318,Claim_8080,extends
2103,838,Claim_3588,Claim_6100,supports
2104,715,Claim_4470,Claim_7974,extends
2105,863,Claim_2833,Claim_9208,contradicts
2106,745,Claim_418,Claim_7497,requires
2107,41,Claim_3000,Claim_8741,supports
2108,847,Claim_1302,Claim_8413,contradicts
2109,398,Claim_2839,Claim_8147,contradicts
2110,104,Claim_3510,Claim_7585,requires
2111,400,Claim_3438,Claim_8749,supports
2112,344,Claim_3756,Claim_5919,supports
2113,842,Claim_974,Claim_6150,supports
2114,960,Claim_4049,Claim_5148,supports
2115,535,Claim_145,Claim_7766,extends
2116,784,Claim_3009,Claim_9667,requires
2117,503,Claim_4831,Claim_6522,requires
2118,187,Claim_2962,Claim_7778,extends
2119,354,Claim_3772,Claim_8450,supports
2120,358,Claim_232,Claim_6947,extends
2121,356,Claim_4976,Claim_9205,contradicts
2122,549,Claim_387,Claim_9225,requires
2123,68,Claim_4129,Claim_8532,extends
2124,770,Claim_83,Claim_7072,extends
2125,287,Claim_1189,Claim_6320,requires
2126,554,Claim_3061,Claim_6777,extends
2127,847,Claim_1015,Claim_5028,supports
2128,730,Claim_1970,Claim_6795,extends
2129,10,Claim_4630,Claim_5113,contradicts
2130,8,Claim_389,Claim_7026,requires
2131,955,Claim_3444,Claim_7824,contradicts
2132,854,Claim_4647,Claim_5131,supports
2133,914,Claim_2491,Claim_5348,contradicts
2134,444,Claim_2727,Claim_5004,extends
2135,855,Claim_2884,Claim_8688,requires
2136,39,Claim_4898,Claim_5381,contradicts
2137,626,Claim_462,Claim_6172,requires
2138,754,Claim_4931,Claim_9618,supports
2139,278,Claim_3203,Claim_6581,requires
2140,620,Claim_558,Claim_9874,supports
2141,529,Claim_1581,Claim_9274,requires
2142,903,Claim_2185,Claim_9347,extends
2143,390,Claim_1091,Claim_8347,requires
2144,82,Claim_3384,Claim_6589,requires
2145,977,Claim_3647,Claim_8892,supports
2146,467,Claim_3750,Claim_7608,extends
2147,613,Claim_3368,Claim_9674,contradicts
2148,956,Claim_1474,Claim_8152,supports
2149,367,Claim_2229,Claim_9426,requires
2150,948,Claim_4423,Claim_9459,supports
2151,688,Claim_2170,Claim_5789,extends
2152,265,Claim_2687,Claim_6343,requires
2153,771,Claim_3870,Claim_5291,contradicts
2154,40,Claim_4369,Claim_8871,contradicts
2155,955,Claim_2769,Claim_5336,contradicts
2156,441,Claim_1336,Claim_7176,contradicts
2157,863,Claim_4377,Claim_5659,requires
2158,453,Claim_4232,Claim_9848,contradicts
2159,885,Claim_205,Claim_5831,extends
2160,909,Claim_4703,Claim_5925,extends
2161,539,Claim_3779,Claim_5510,requires
2162,944,Claim_2281,Claim_5662,contradicts
2163,897,Claim_1379,Claim_5180,supports
2164,247,Claim_2265,Claim_9407,contradicts
2165,217,Claim_4523,Claim_6430,supports
2166,959,Claim_2545,Claim_5137,contradicts
2167,400,Claim_1450,Claim_7556,requires
2168,546,Claim_3584,Claim_6606,contradicts
2169,861,Claim_3605,Claim_6516,extends
2170,421,Claim_1332,Claim_8945,extends
2171,239,Claim_389,Claim_9109,supports
2172,248,Claim_2506,Claim_7610,contradicts
2173,318,Claim_3251,Claim_9097,contradicts
2174,823,Claim_2040,Claim_6464,supports
2175,1000,Claim_345,Claim_9865,contradicts
2176,304,Claim_4926,Claim_8171,requires
2177,105,Claim_3991,Claim_8773,extends
2178,59,Claim_3869,Claim_9639,supports
2179,587,Claim_623,Claim_9679,contradicts
2180,407,Claim_3653,Claim_8436,supports
2181,477,Claim_158,Claim_9889,contradicts
2182,121,Claim_760,Claim_5325,extends
2183,732,Claim_2877,Claim_8310,extends
2184,327,Claim_3953,Claim_8260,extends
2185,71,Claim_465,Claim_9875,supports
2186,146,Claim_4315,Claim_5212,contradicts
2187,465,Claim_4837,Claim_7814,contradicts
2188,24,Claim_197,Claim_5449,contradicts
2189,305,Claim_2247,Claim_5604,contradicts
2190,437,Claim_3132,Claim_6952,supports
2191,968,Claim_3067,Claim_8677,extends
2192,509,Claim_3056,Claim_8554,extends
2193,822,Claim_1536,Claim_5179,extends
2194,117,Claim_3695,Claim_7616,extends
2195,843,Claim_4599,Claim_6738,supports
2196,329,Claim_1589,Claim_8765,supports
2197,121,Claim_1859,Claim_8917,requires
2198,720,Claim_237,Claim_8739,extends
2199,5,Claim_1774,Claim_6251,contradicts
2200,532,Claim_4980,Claim_6584,extends
2201,233,Claim_3814,Claim_8946,contradicts
2202,431,Claim_4027,Claim_8899,contradicts
2203,958,Claim_3080,Claim_8179,contradicts
2204,210,Claim_1526,Claim_7272,supports
2205,991,Claim_2405,Claim_9140,contradicts
2206,160,Claim_3429,Claim_9601,supports
2207,909,Claim_3988,Claim_8616,contradicts
2208,488,Claim_2342,Claim_8582,contradicts
2209,543,Claim_2776,Claim_8597,contradicts
2210,404,Claim_2452,Claim_8004,supports
2211,795,Claim_4766,Claim_6471,contradicts
2212,141,Claim_3674,Claim_9652,extends
2213,272,Claim_3162,Claim_9409,extends
2214,868,Claim_4584,Claim_7976,supports
2215,409,Claim_2834,Claim_6183,extends
2216,684,Claim_4272,Claim_9019,extends
2217,335,Claim_884,Claim_5709,requires
2218,493,Claim_4345,Claim_8222,extends
2219,266,Claim_557,Claim_7243,contradicts
2220,574,Claim_3920,Claim_8975,requires
2221,308,Claim_3645,Claim_8339,extends
2222,599,Claim_3652,Claim_5634,supports
2223,198,Claim_552,Claim_9292,requires
2224,874,Claim_1467,Claim_9074,requires
2225,895,Claim_4658,Claim_8426,supports
2226,896,Claim_3358,Claim_9419,requires
2227,449,Claim_2317,Claim_6432,supports
2228,339,Claim_250,Claim_7658,requires
2229,548,Claim_2426,Claim_8305,extends
2230,148,Claim_571,Claim_8320,extends
2231,269,Claim_3334,Claim_7708,supports
2232,545,Claim_3316,Claim_7605,supports
2233,355,Claim_1907,Claim_5704,extends
2234,66,Claim_2401,Claim_5588,extends
2235,730,Claim_4271,Claim_6027,requires
2236,639,Claim_385,Claim_9356,requires
2237,677,Claim_4170,Claim_8500,contradicts
2238,807,Claim_886,Claim_7077,requires
2239,859,Claim_3358,Claim_5435,supports
2240,507,Claim_116,Claim_7867,extends
2241,629,Claim_3398,Claim_8794,supports
2242,110,Claim_2743,Claim_8028,extends
2243,189,Claim_3176,Claim_7526,supports
2244,756,Claim_1096,Claim_7155,requires
2245,980,Claim_3065,Claim_7744,extends
2246,705,Claim_4925,Claim_7960,requires
2247,575,Claim_3706,Claim_6603,contradicts
2248,118,Claim_3108,Claim_9449,extends
2249,143,Claim_47,Claim_6474,extends
2250,818,Claim_3794,Claim_6019,supports
2251,220,Claim_662,Claim_9100,supports
2252,62,Claim_1173,Claim_5674,contradicts
2253,616,Claim_4251,Claim_5422,supports
2254,738,Claim_4372,Claim_7081,requires
2255,998,Claim_2581,Claim_7727,contradicts
2256,458,Claim_3981,Claim_7021,contradicts
2257,704,Claim_1775,Claim_6227,extends
2258,235,Claim_4968,Claim_5560,extends
2259,131,Claim_544,Claim_9504,extends
2260,426,Claim_3197,Claim_9753,contradicts
2261,639,Claim_4240,Claim_7040,contradicts
2262,602,Claim_4203,Claim_5082,contradicts
2263,400,Claim_4919,Claim_9227,requires
2264,212,Claim_1133,Claim_9732,requires
2265,914,Claim_2586,Claim_9182,contradicts
2266,776,Claim_2744,Claim_8498,extends
2267,486,Claim_877,Claim_6553,requires
2268,55,Claim_1177,Claim_7126,contradicts
2269,402,Claim_4999,Claim_9303,contradicts
2270,357,Claim_4620,Claim_9439,supports
2271,617,Claim_503,Claim_8110,requires
2272,953,Claim_231,Claim_9700,contradicts
2273,479,Claim_4297,Claim_6626,supports
2274,836,Claim_3414,Claim_6205,requires
2275,298,Claim_3322,Claim_7717,requires
2276,182,Claim_2193,Claim_7195,contradicts
2277,399,Claim_1987,Claim_5673,extends
2278,746,Claim_4342,Claim_7295,extends
2279,704,Claim_352,Claim_9745,extends
2280,470,Claim_2505,Claim_9800,extends
2281,702,Claim_4646,Claim_5363,supports
2282,702,Claim_656,Claim_6174,extends
2283,39,Claim_1489,Claim_5607,contradicts
2284,672,Claim_790,Claim_6135,contradicts
2285,81,Claim_1723,Claim_8140,contradicts
2286,33,Claim_2660,Claim_7382,supports
2287,733,Claim_3177,Claim_7720,extends
2288,236,Claim_4003,Claim_5065,supports
2289,785,Claim_4403,Claim_8703,requires
2290,488,Claim_3046,Claim_5634,supports
2291,769,Claim_379,Claim_6685,extends
2292,163,Claim_3531,Claim_5218,requires
2293,248,Claim_2351,Claim_8804,contradicts
2294,246,Claim_1317,Claim_8492,requires
2295,979,Claim_2102,Claim_9358,contradicts
2296,433,Claim_2230,Claim_6796,supports
2297,796,Claim_507,Claim_6711,extends
2298,224,Claim_1901,Claim_9463,contradicts
2299,831,Claim_2110,Claim_6989,requires
2300,733,Claim_3561,Claim_8942,extends
2301,57,Claim_2913,Claim_9490,contradicts
2302,551,Claim_1426,Claim_5633,requires
2303,907,Claim_2275,Claim_7796,requires
2304,559,Claim_1217,Claim_6136,contradicts
2305,211,Claim_764,Claim_6116,supports
2306,153,Claim_2915,Claim_7996,extends
2307,754,Claim_1380,Claim_6688,supports
2308,489,Claim_4452,Claim_5979,contradicts
2309,114,Claim_1046,Claim_7703,requires
2310,22,Claim_3380,Claim_8691,supports
2311,469,Claim_4082,Claim_6528,contradicts
2312,260,Claim_2815,Claim_7462,requires
2313,334,Claim_4936,Claim_8589,supports
2314,106,Claim_1889,Claim_5903,contradicts
2315,828,Claim_3402,Claim_9313,requires
2316,216,Claim_960,Claim_5340,extends
2317,306,Claim_1289,Claim_8172,contradicts
2318,325,Claim_4927,Claim_8517,extends
2319,586,Claim_2292,Claim_8502,contradicts
2320,381,Claim_4207,Claim_6751,supports
2321,827,Claim_103,Claim_9691,supports
2322,197,Claim_2837,Claim_9545,contradicts
2323,516,Claim_3902,Claim_6108,requires
2324,195,Claim_1536,Claim_8880,contradicts
2325,36,Claim_1535,Claim_9022,supports
2326,621,Claim_1267,Claim_8186,contradicts
2327,189,Claim_905,Claim_5055,extends
2328,241,Claim_4504,Claim_8596,extends
2329,952,Claim_4230,Claim_9484,supports
2330,501,Claim_2044,Claim_8562,requires
2331,957,Claim_2520,Claim_9663,requires
2332,43,Claim_3103,Claim_7564,supports
2333,746,Claim_959,Claim_9614,requires
2334,679,Claim_2189,Claim_6808,extends
2335,354,Claim_3392,Claim_6176,extends
2336,596,Claim_2731,Claim_5219,extends
2337,75,Claim_634,Claim_5990,requires
2338,6,Claim_362,Claim_5034,supports
2339,551,Claim_1147,Claim_6465,extends
2340,57,Claim_2941,Claim_6932,extends
2341,768,Claim_1367,Claim_5349,extends
2342,590,Claim_2944,Claim_8142,supports
2343,542,Claim_4680,Claim_9329,supports
2344,299,Claim_3479,Claim_8138,supports
2345,870,Claim_3662,Claim_5955,supports
2346,886,Claim_755,Claim_7343,requires
2347,885,Claim_4396,Claim_6486,contradicts
2348,829,Claim_3816,Claim_7888,supports
2349,788,Claim_998,Claim_8991,extends
2350,582,Claim_361,Claim_8213,requires
2351,332,Claim_478,Claim_8301,contradicts
2352,474,Claim_3520,Claim_5318,extends
2353,477,Claim_1613,Claim_5993,requires
2354,21,Claim_1955,Claim_7854,supports
2355,158,Claim_2502,Claim_7788,supports
2356,404,Claim_1633,Claim_6038,requires
2357,804,Claim_499,Claim_7863,extends
2358,865,Claim_2256,Claim_5722,requires
2359,624,Claim_2107,Claim_7572,requires
2360,919,Claim_2456,Claim_8126,requires
2361,388,Claim_3825,Claim_8249,contradicts
2362,422,Claim_984,Claim_7278,extends
2363,732,Claim_4138,Claim_7499,supports
2364,18,Claim_42,Claim_5111,supports
2365,217,Claim_3634,Claim_7156,extends
2366,459,Claim_4183,Claim_7222,requires
2367,750,Claim_800,Claim_5142,requires
2368,247,Claim_4159,Claim_6461,extends
2369,982,Claim_1479,Claim_6207,contradicts
2370,868,Claim_4442,Claim_6827,extends
2371,493,Claim_3503,Claim_6348,extends
2372,892,Claim_1713,Claim_6928,contradicts
2373,338,Claim_364,Claim_5948,contradicts
2374,283,Claim_972,Claim_8857,requires
2375,415,Claim_3024,Claim_8784,requires
2376,835,Claim_3581,Claim_5644,supports
2377,716,Claim_414,Claim_5293,supports
2378,909,Claim_2880,Claim_9903,supports
2379,873,Claim_1005,Claim_9340,requires
2380,167,Claim_2197,Claim_9093,extends
2381,639,Claim_1764,Claim_6689,contradicts
2382,521,Claim_4735,Claim_5699,contradicts
2383,58,Claim_1052,Claim_8234,requires
2384,987,Claim_1846,Claim_5707,contradicts
2385,994,Claim_2848,Claim_7876,supports
2386,665,Claim_155,Claim_9124,requires
2387,380,Claim_4082,Claim_7773,requires
2388,337,Claim_808,Claim_6737,supports
2389,522,Claim_1830,Claim_9519,extends
2390,961,Claim_1578,Claim_9024,supports
2391,682,Claim_4404,Claim_7301,contradicts
2392,263,Claim_3180,Claim_9391,contradicts
2393,17,Claim_864,Claim_6623,supports
2394,251,Claim_4150,Claim_8006,contradicts
2395,874,Claim_895,Claim_9499,contradicts
2396,182,Claim_1850,Claim_6318,requires
2397,758,Claim_2293,Claim_7648,requires
2398,48,Claim_539,Claim_8850,requires
2399,256,Claim_1873,Claim_8991,supports
2400,69,Claim_387,Claim_8459,contradicts
2401,198,Claim_3291,Claim_5363,contradicts
2402,302,Claim_4629,Claim_8985,supports
2403,189,Claim_3875,Claim_9732,extends
2404,81,Claim_312,Claim_9375,extends
2405,900,Claim_3180,Claim_6352,requires
2406,480,Claim_2569,Claim_8428,supports
2407,445,Claim_181,Claim_7464,supports
2408,518,Claim_3553,Claim_8181,supports
2409,626,Claim_2945,Claim_8148,requires
2410,885,Claim_822,Claim_5696,extends
2411,564,Claim_4729,Claim_6063,supports
2412,724,Claim_143,Claim_8939,contradicts
2413,515,Claim_3529,Claim_7493,extends
2414,370,Claim_4605,Claim_6946,supports
2415,600,Claim_4040,Claim_7636,extends
2416,203,Claim_3092,Claim_6624,supports
2417,981,Claim_2146,Claim_9738,extends
2418,514,Claim_4848,Claim_8343,supports
2419,529,Claim_3312,Claim_5984,requires
2420,328,Claim_3234,Claim_9469,requires
2421,224,Claim_2051,Claim_7599,contradicts
2422,818,Claim_4846,Claim_8130,contradicts
2423,684,Claim_1390,Claim_6414,supports
2424,427,Claim_4652,Claim_9698,extends
