sample_id,hidden_dim,hidden_mean,hidden_std,hidden_norm,final_token_entropy,max_logit,logit_margin,attention_dispersion,retrieval_confidence,semantic_consistency,target_semantic_entropy,hallucination_label
1472,64,-0.263487,1.101581,34.057658,1.069372,9.287551,11.674423,0.082168,0.873444,0.822037,0.231474,0
1473,64,-0.416749,1.474202,26.443447,1.77338,22.508789,11.36487,0.866273,0.042319,0.403279,0.671311,1
1474,64,-0.320139,1.040616,21.160821,4.796092,27.342988,0.348962,0.084607,0.377271,0.411192,0.720863,1
1475,64,-0.440425,0.471371,36.664018,4.07361,15.15649,13.770772,0.772037,0.73078,0.368372,0.456365,0
1476,64,-0.643091,1.474335,23.235318,4.862381,13.970481,12.4763,0.06153,0.688257,0.037541,0.612441,1
1477,64,0.373655,0.133409,51.913096,1.194086,27.494577,3.134058,0.765046,0.355063,0.828526,0.415022,0
1478,64,0.417756,0.622344,17.203335,0.70708,3.06527,1.418623,0.599855,0.526211,0.721252,0.451943,0
1479,64,0.574746,0.839348,38.355107,0.993094,17.799531,9.463104,0.19799,0.216782,0.404995,0.5027,0
1480,64,0.764766,1.28948,44.784845,4.781053,27.543912,9.178128,0.504886,0.758398,0.327441,0.603577,1
1481,64,-0.221319,0.719484,32.537593,2.035987,16.576495,12.960238,0.891824,0.010672,0.184829,0.793961,1
1482,64,-0.941204,0.204781,47.824816,0.560073,3.83721,8.95795,0.924326,0.244386,0.377291,0.407932,0
1483,64,-0.055454,1.069116,19.513793,1.418246,29.370052,1.795514,0.724778,0.415511,0.003074,0.708623,1
1484,64,-0.26419,1.19852,12.365947,0.289725,9.336836,1.06369,0.123174,0.525961,0.771867,0.328323,0
1485,64,-0.426328,0.831883,17.421425,1.985011,14.320407,12.570978,0.586557,0.756521,0.407279,0.46878,0
1486,64,0.8832,0.929524,32.821892,0.367508,13.538758,5.027869,0.418269,0.092225,0.933778,0.470786,0
1487,64,0.390834,1.293052,21.167161,2.598401,12.217438,11.20718,0.829583,0.630478,0.778018,0.368952,0
1488,64,-0.209007,0.681288,48.490255,0.231792,20.81059,1.74769,0.128786,0.780307,0.017969,0.579171,1
1489,64,-0.915683,0.329761,59.464204,2.601283,6.095466,5.858846,0.88454,0.08838,0.871235,0.539891,0
1490,64,-0.088742,0.514548,45.983871,0.499729,5.265245,3.279061,0.897494,0.355795,0.817398,0.429925,0
1491,64,0.018152,0.315936,36.462283,2.426931,25.422951,6.367103,0.561371,0.902418,0.621179,0.447875,0
1492,64,-0.419198,1.446537,11.370571,1.520031,16.635922,11.907171,0.985147,0.780243,0.342609,0.488462,0
1493,64,-0.525149,1.301109,55.199835,3.683291,15.858239,6.111859,0.211961,0.645136,0.614509,0.474487,0
1494,64,-0.258874,1.052106,5.99298,4.111284,15.221984,14.897858,0.580844,0.06484,0.28935,0.716043,1
1495,64,0.148175,1.405694,44.305902,2.26554,7.65732,12.109873,0.402855,0.59785,0.572787,0.473324,0
1496,64,0.248968,1.221702,52.8269,3.283856,24.908466,9.62624,0.759495,0.746019,0.675909,0.4095,0
1497,64,0.522169,1.288593,9.931008,2.611062,4.355431,11.752961,0.57928,0.636777,0.568761,0.481537,0
1498,64,-0.411185,1.169834,53.803613,2.847408,23.768957,12.85252,0.953288,0.89054,0.108355,0.624979,1
1499,64,0.678373,1.220262,17.266535,3.902641,23.288063,6.448119,0.563915,0.960628,0.054773,0.604079,1
1500,64,0.115817,0.274751,40.213171,2.285907,12.53111,13.374112,0.641936,0.173915,0.215907,0.626236,1
1501,64,0.123319,1.492303,17.546069,3.033655,9.773343,9.93815,0.90786,0.65019,0.898522,0.315673,0
1502,64,0.122307,0.075374,50.032514,1.423507,0.092167,5.170243,0.407472,0.663583,0.981598,0.232776,0
1503,64,0.804497,0.871088,28.878152,0.149699,24.137558,11.761141,0.406231,0.763105,0.5445,0.358871,0
1504,64,-0.813005,0.84839,36.51023,1.723587,18.910585,13.851921,0.216632,0.561794,0.808742,0.344355,0
1505,64,-0.803494,1.254391,53.525778,3.832455,24.216974,4.70542,0.336852,0.923826,0.120186,0.634019,1
1506,64,-0.202659,0.26598,37.318617,3.865724,25.492906,4.078522,0.898994,0.854637,0.83253,0.310324,0
1507,64,-0.671509,1.140883,5.0538,3.338582,15.416958,9.005887,0.907339,0.389286,0.998443,0.52574,0
1508,64,-0.225625,0.342985,9.466776,0.966664,18.356696,12.353408,0.823325,0.025485,0.945344,0.49662,0
1509,64,-0.249617,0.13118,40.655686,0.400522,18.895861,1.097442,0.73773,0.054324,0.407791,0.65766,1
1510,64,-0.608201,0.894571,29.382249,2.055675,4.309444,10.949646,0.220511,0.2798,0.016818,0.727923,1
1511,64,-0.009462,0.691908,20.482552,0.811561,21.429461,6.735376,0.139731,0.403219,0.863016,0.281694,0
1512,64,-0.310899,0.855424,10.063824,4.362242,21.749645,12.39009,0.922829,0.92309,0.981982,0.235299,0
1513,64,0.130843,1.402103,8.673676,3.888699,0.682052,14.048617,0.674632,0.262799,0.970297,0.449406,0
1514,64,-0.821626,0.242365,56.226264,1.789395,27.918331,3.039279,0.915819,0.401312,0.467193,0.621369,1
1515,64,0.854334,0.72317,16.270437,4.980554,27.229138,10.17049,0.078595,0.163383,0.37983,0.649965,1
1516,64,0.650335,1.470339,22.476577,2.338639,16.383384,14.646497,0.375981,0.190387,0.447489,0.606255,1
1517,64,0.782801,0.840524,21.890404,2.962775,21.779599,2.530404,0.578807,0.047786,0.864123,0.539475,0
1518,64,0.634923,0.675182,20.661834,0.264501,13.552159,10.230731,0.832,0.39836,0.534182,0.473144,0
1519,64,0.855368,1.362312,45.750405,2.498292,15.401724,13.727558,0.075179,0.833958,0.639062,0.380629,0
1520,64,0.177986,1.249618,10.628588,0.966927,15.582735,14.605176,0.17162,0.546125,0.734548,0.223399,0
1521,64,-0.017388,1.110281,38.357175,1.169323,12.780615,12.395006,0.874733,0.53936,0.876643,0.353314,0
1522,64,0.363063,0.51174,6.603633,1.144541,22.508137,14.396511,0.022919,0.785608,0.588612,0.229808,0
1523,64,0.438366,0.671599,42.440992,4.972338,13.607212,10.501673,0.402659,0.938194,0.23595,0.452703,0
1524,64,-0.706912,1.198986,25.079747,0.011257,16.218619,1.265288,0.840681,0.180449,0.629175,0.599473,1
1525,64,-0.344219,0.280865,59.568294,3.393736,19.786654,0.222482,0.335051,0.988873,0.937059,0.248289,0
1526,64,-0.699319,0.15565,40.821593,4.685336,2.182598,8.559274,0.327393,0.39793,0.456726,0.515115,0
1527,64,0.188342,0.10718,37.484799,3.862854,8.055524,6.449416,0.608961,0.288804,0.546726,0.60301,1
1528,64,0.784353,0.104793,23.19849,0.169555,18.154996,10.944552,0.662314,0.542282,0.975009,0.228,0
1529,64,0.196446,1.052539,32.904868,1.459338,3.899645,13.237368,0.337721,0.735425,0.512206,0.311688,0
1530,64,-0.432868,0.705202,35.013081,2.289427,24.307782,13.693781,0.69528,0.441406,0.356938,0.482678,0
1531,64,-0.641915,1.348034,27.090933,1.952481,5.879662,11.53661,0.656727,0.026218,0.615583,0.5567,1
1532,64,0.927047,0.142048,39.530044,4.866787,14.846948,7.98296,0.384474,0.149917,0.623641,0.666191,1
1533,64,0.830637,0.783418,44.519686,0.769577,25.022643,4.801744,0.576804,0.493907,0.749764,0.4045,0
1534,64,0.363125,0.050949,40.39522,3.411694,23.772157,5.530214,0.695502,0.88302,0.66357,0.324086,0
1535,64,0.735575,1.145572,26.458494,3.638443,9.956308,6.849532,0.038316,0.673011,0.16792,0.603618,1
1536,64,0.492946,1.286098,19.757734,0.91278,15.707546,6.910287,0.394067,0.140354,0.826468,0.420921,0
1537,64,0.222775,0.319249,18.564364,4.758199,20.505768,11.090408,0.846743,0.789535,0.830308,0.396785,0
1538,64,0.092364,1.357201,36.492696,0.515513,12.147032,3.910926,0.684469,0.915997,0.186602,0.625779,1
1539,64,0.522996,1.09751,56.268861,0.889493,28.350732,5.836148,0.968628,0.171857,0.946065,0.460781,0
1540,64,-0.31335,0.931509,42.754061,0.511104,25.813506,14.093692,0.106211,0.710615,0.369231,0.431954,0
1541,64,-0.948681,0.98644,33.541424,4.781295,28.487312,8.380274,0.015632,0.320441,0.487768,0.531501,0
1542,64,-0.551587,0.331531,39.547026,0.599889,20.262801,7.684653,0.576965,0.926319,0.113197,0.379839,0
1543,64,-0.037565,0.752161,7.578941,2.607713,21.140583,8.729654,0.269134,0.037691,0.838563,0.479712,0
1544,64,-0.349508,0.707831,22.972231,1.638831,3.216667,10.933987,0.36611,0.886099,0.817539,0.270349,0
1545,64,-0.048289,1.276519,33.848863,1.190744,12.787502,12.77339,0.045792,0.9598,0.265754,0.408812,0
1546,64,0.286624,0.208202,57.271273,3.962271,1.055766,5.307893,0.456633,0.615719,0.947975,0.286889,0
1547,64,-0.755973,0.908015,31.008824,0.300712,21.975053,1.974516,0.478014,0.271682,0.129776,0.694869,1
1548,64,0.712907,0.555059,13.953424,0.684249,9.926797,12.136468,0.809392,0.428152,0.058369,0.56094,1
1549,64,-0.35109,1.170742,32.854169,3.961478,13.49339,6.633022,0.29865,0.16759,0.492712,0.605375,1
1550,64,0.481604,1.020506,34.77422,1.697681,17.649637,14.468031,0.796602,0.317327,0.712676,0.477999,0
1551,64,0.227296,0.307774,12.089326,4.790026,27.314603,14.514516,0.812418,0.428107,0.332295,0.679112,1
1552,64,0.76498,0.112169,49.089182,1.862518,6.887202,9.710101,0.23209,0.958461,0.131128,0.50622,0
1553,64,0.754743,1.330472,50.489192,3.996561,26.054553,1.038639,0.00557,0.33993,0.033789,0.781209,1
1554,64,0.111092,0.314116,10.520316,1.516312,25.533664,7.871878,0.383068,0.586434,0.9951,0.314765,0
1555,64,-0.018741,0.774397,51.768812,4.952315,6.662565,6.735065,0.637322,0.441064,0.949458,0.432925,0
1556,64,-0.987269,0.581126,33.342271,3.693742,5.031268,5.532515,0.209151,0.958692,0.525828,0.368207,0
1557,64,0.61077,0.300667,34.885059,4.08178,22.111385,2.856356,0.062916,0.200181,0.143213,0.722787,1
1558,64,-0.390261,0.184276,25.743598,0.040574,2.695529,3.671227,0.26239,0.160151,0.717545,0.412935,0
1559,64,-0.073628,0.085127,14.078253,2.358304,15.560439,1.306378,0.456027,0.786923,0.899852,0.255162,0
1560,64,0.493653,0.576622,39.525399,2.419167,11.367288,12.941066,0.942138,0.325434,0.618612,0.507354,0
1561,64,0.021856,1.174501,41.838133,2.267866,26.989544,8.306996,0.729556,0.392496,0.549374,0.556759,1
1562,64,-0.75814,0.72972,8.482707,3.437414,5.949636,11.808175,0.728303,0.925795,0.655396,0.409638,0
1563,64,0.93324,1.437202,55.934792,1.629113,5.176316,8.649721,0.566875,0.614809,0.740995,0.474467,0
1564,64,0.46561,1.209134,41.148591,2.925884,19.210725,3.544081,0.550659,0.236455,0.166564,0.657658,1
1565,64,0.306639,1.068582,18.448665,2.888026,26.83565,3.047798,0.555944,0.308061,0.417875,0.562512,1
1566,64,0.47423,1.329634,17.037631,4.041209,8.695284,14.128475,0.571044,0.261038,0.253896,0.679269,1
1567,64,0.621527,1.17365,38.616706,3.625149,5.413814,6.702401,0.824869,0.860614,0.438796,0.528918,0
1568,64,-0.860235,0.130384,18.556914,4.505363,14.05533,7.905001,0.497701,0.112513,0.490327,0.665374,1
1569,64,0.790765,0.523971,36.876821,2.791561,27.449423,3.645408,0.14924,0.812321,0.752749,0.397581,0
1570,64,-0.205737,1.196349,52.463799,2.739897,5.19799,13.250572,0.265312,0.55421,0.60658,0.46094,0
1571,64,0.879454,1.332997,33.52432,2.529577,17.067639,5.239694,0.210586,0.739981,0.704953,0.332983,0
1572,64,-0.630688,0.974269,26.689017,0.304405,25.135634,11.259103,0.997546,0.768569,0.201995,0.546696,0
1573,64,-0.44374,0.48805,55.739956,3.227034,24.440182,12.827784,0.573852,0.109481,0.066408,0.749546,1
1574,64,-0.579897,1.105539,54.419685,4.337962,0.685217,2.238231,0.577188,0.779221,0.729767,0.433908,0
1575,64,0.173759,0.554959,6.321647,1.513953,14.339062,9.806321,0.734922,0.192851,0.61208,0.511235,0
1576,64,-0.168831,0.73164,16.572941,2.967425,2.787877,14.511219,0.145184,0.048416,0.150932,0.67094,1
1577,64,-0.696425,0.350506,11.494357,3.43393,21.01206,6.905171,0.466553,0.660183,0.053503,0.566409,1
1578,64,-0.821527,0.213429,27.148296,0.647512,5.421209,1.814352,0.721671,0.446491,0.722999,0.370859,0
1579,64,0.323435,1.392019,46.797359,4.662012,5.93854,9.34461,0.729681,0.037023,0.571884,0.646302,1
1580,64,0.072297,1.007489,30.043879,4.384363,24.337777,11.649731,0.10363,0.76436,0.282045,0.526944,0
1581,64,-0.799083,0.462453,48.441035,3.415209,18.760452,2.109168,0.337156,0.008742,0.664923,0.630954,1
1582,64,-0.426574,0.236771,51.199526,2.957006,21.018771,5.500908,0.967676,0.721574,0.839646,0.379206,0
1583,64,-0.867965,1.126062,41.033601,4.026811,6.438545,10.004258,0.596203,0.128203,0.694561,0.566837,1
1584,64,-0.805664,1.454884,11.525768,1.37731,12.715864,5.385241,0.326639,0.366691,0.306945,0.587675,1
1585,64,0.84804,0.357418,6.487318,4.707563,26.643069,11.677816,0.025646,0.9901,0.930185,0.162889,0
1586,64,-0.676092,0.38467,32.21714,0.301545,17.972004,0.922778,0.718841,0.963994,0.431222,0.41786,0
1587,64,0.723929,0.082452,17.551069,0.632414,8.441964,9.751414,0.90112,0.34239,0.261062,0.631453,1
1588,64,0.368897,0.980959,17.20103,3.551659,8.563674,3.745462,0.124695,0.616137,0.907981,0.284209,0
1589,64,-0.18892,0.769761,55.281361,3.199193,11.056983,13.395638,0.308259,0.064882,0.442812,0.513847,0
1590,64,-0.25606,0.666497,14.486538,1.230488,14.387145,1.596375,0.83677,0.2511,0.434185,0.459083,0
1591,64,-0.77888,0.854665,47.303628,3.986295,15.425491,0.580956,0.026645,0.911468,0.79253,0.319923,0
1592,64,-0.202723,1.156994,9.948938,0.809372,15.488397,8.165589,0.516852,0.812336,0.670194,0.314811,0
1593,64,-0.104478,0.264792,6.676513,3.598963,29.226035,10.564557,0.463455,0.195486,0.042451,0.692994,1
1594,64,-0.076108,0.382324,9.383917,0.238992,26.106875,5.416817,0.530694,0.275548,0.300237,0.573858,1
1595,64,0.602053,0.303722,43.723561,0.123951,16.953936,2.725888,0.531692,0.528122,0.355334,0.445107,0
1596,64,-0.492479,0.093042,11.627301,0.027333,5.968944,10.065762,0.872168,0.200366,0.40258,0.556818,1
1597,64,0.645171,1.383212,29.171193,1.271106,13.124246,5.904361,0.823193,0.078933,0.585147,0.509552,0
1598,64,0.398955,0.738755,6.764655,4.899114,12.08953,6.383453,0.310601,0.330332,0.589314,0.556743,1
1599,64,0.510192,1.2029,7.781765,2.942571,19.996096,1.864851,0.252317,0.019648,0.655103,0.553163,1
1600,64,0.882953,0.14852,44.319652,3.786436,25.737609,9.466119,0.269556,0.003027,0.249291,0.662301,1
1601,64,0.99497,0.145379,48.145173,0.211485,18.316752,7.52754,0.807832,0.297629,0.830131,0.426953,0
1602,64,-0.21,0.928858,59.433384,3.194408,19.440807,2.979957,0.590317,0.685156,0.813665,0.306292,0
1603,64,-0.235558,0.856986,21.093881,2.054436,11.460121,1.493651,0.216284,0.286655,0.049104,0.673996,1
1604,64,-0.533402,0.302583,22.727575,0.915077,22.109039,14.505613,0.669732,0.595121,0.582864,0.359982,0
1605,64,0.823939,1.493722,29.533739,0.073302,21.344607,13.666063,0.165143,0.430787,0.988045,0.217718,0
1606,64,-0.065463,0.797578,50.089755,2.702752,5.145846,1.335342,0.054922,0.158358,0.665358,0.522033,0
1607,64,-0.945141,1.214712,39.527354,0.47539,27.926665,14.047691,0.943714,0.799186,0.235211,0.439929,0
1608,64,0.143125,0.913437,53.672304,3.900197,13.457408,2.199088,0.111957,0.976011,0.962519,0.186731,0
1609,64,0.461913,0.829378,39.427837,4.822911,27.834101,7.623262,0.815319,0.851401,0.970508,0.445846,0
1610,64,-0.391772,0.250449,46.680797,2.256457,26.40532,5.340763,0.513145,0.927102,0.571088,0.31382,0
1611,64,-0.119293,0.78493,29.071732,0.05767,5.177251,12.178054,0.259501,0.046822,0.474308,0.473077,0
1612,64,0.685185,1.271072,25.913745,0.42564,17.870412,1.372556,0.647952,0.084033,0.157831,0.738241,1
1613,64,0.78198,1.027794,37.473647,3.957316,17.997051,6.352118,0.903812,0.150437,0.726205,0.515938,0
1614,64,0.340552,1.279502,41.552088,0.250127,1.294041,5.319619,0.713382,0.258651,0.790471,0.519824,0
1615,64,0.580233,0.664108,24.503552,0.220106,26.98761,9.634902,0.177029,0.284117,0.893763,0.275185,0
1616,64,-0.333386,0.597211,10.885489,4.655051,17.431012,12.8849,0.658631,0.641177,0.181725,0.556067,1
1617,64,0.279997,1.332913,55.94249,3.510055,8.4912,9.147372,0.383731,0.248655,0.264831,0.663573,1
1618,64,-0.09388,0.502971,8.561796,0.058076,16.824994,1.533145,0.14234,0.981226,0.355571,0.345404,0
1619,64,0.520098,1.247004,27.364703,2.713098,3.751731,7.537993,0.57387,0.789344,0.222003,0.494834,0
1620,64,0.003618,0.940416,53.418385,0.687297,7.755947,7.192854,0.990595,0.752895,0.445174,0.445727,0
1621,64,0.1515,0.666126,39.278148,0.31705,8.99699,3.216777,0.829696,0.586498,0.756689,0.374347,0
1622,64,0.510982,0.919551,49.817485,4.992895,26.193984,10.721022,0.10796,0.213344,0.719714,0.468063,0
1623,64,0.788885,0.545507,58.955694,0.218954,7.635376,8.344407,0.094396,0.332451,0.830059,0.334728,0
1624,64,0.812858,0.453704,21.614849,0.723223,3.73708,1.460422,0.317884,0.031566,0.193249,0.687476,1
1625,64,-0.421696,0.09097,36.197063,2.010324,1.895388,11.334083,0.48424,0.911554,0.747522,0.250336,0
1626,64,-0.482616,0.830448,46.415449,3.152435,16.401131,14.346392,0.729486,0.866299,0.461725,0.395605,0
1627,64,0.102306,0.190502,9.37907,1.35435,15.509148,14.929146,0.787277,0.839735,0.622548,0.359667,0
1628,64,0.89437,0.841577,38.905749,2.692019,24.14299,3.734637,0.975256,0.395828,0.618545,0.531843,0
1629,64,-0.119307,1.398949,25.963933,1.561752,26.775696,1.354438,0.340285,0.261219,0.313556,0.630448,1
1630,64,0.227394,1.097453,42.373767,0.29294,20.623579,7.166351,0.361316,0.696991,0.38149,0.40552,0
1631,64,0.389533,0.559329,8.871101,0.393032,20.482982,0.928007,0.832524,0.537817,0.771292,0.415137,0
1632,64,-0.371224,0.645645,44.014614,0.628815,15.440034,3.89858,0.372388,0.055811,0.485508,0.535886,0
1633,64,-0.901697,0.91147,40.823004,1.505664,4.076602,7.955293,0.580364,0.178928,0.293317,0.598593,1
1634,64,0.730368,1.189,45.730804,2.783762,13.04724,7.462552,0.050002,0.789178,0.262131,0.523348,0
1635,64,-0.97129,1.196229,22.090815,2.117953,10.925626,11.343994,0.339917,0.892464,0.57121,0.347452,0
1636,64,-0.362135,0.370062,47.969272,4.026323,0.86674,1.962837,0.857037,0.36953,0.79893,0.49168,0
1637,64,0.751771,1.185755,51.985852,0.921627,12.562019,10.508976,0.054192,0.39649,0.334002,0.45848,0
1638,64,-0.892602,1.057449,42.139715,0.801321,5.602142,2.623619,0.294112,0.963279,0.798192,0.22835,0
1639,64,-0.143636,1.327964,43.16723,2.369742,12.037083,11.457134,0.613273,0.390144,0.103656,0.701334,1
1640,64,-0.800171,0.590138,58.482672,2.516802,28.696359,8.001134,0.51707,0.388245,0.059969,0.745921,1
1641,64,0.520986,1.470172,5.82577,2.372927,15.488111,5.941214,0.710967,0.991637,0.127852,0.580756,1
1642,64,0.191049,1.415564,29.424859,3.927967,0.408599,12.02871,0.446115,0.994216,0.408549,0.416063,0
1643,64,-0.473756,0.287959,49.659394,0.380698,21.913406,13.792826,0.053471,0.528762,0.228808,0.425626,0
1644,64,-0.544048,0.551293,37.380821,1.929347,22.576769,0.721405,0.554108,0.973703,0.635558,0.30402,0
1645,64,-0.263008,0.433854,33.273086,1.548815,3.702177,8.362381,0.751179,0.503463,0.87865,0.29283,0
1646,64,0.900047,0.118366,42.170135,2.146186,9.165092,5.511408,0.652207,0.338539,0.145642,0.72489,1
1647,64,-0.606381,1.326079,11.127201,4.722322,4.624915,10.693878,0.447449,0.769751,0.614777,0.440052,0
1648,64,0.364344,0.950146,49.85794,0.424334,13.151651,11.603305,0.764157,0.242896,0.29347,0.443063,0
1649,64,0.283031,1.126279,31.910687,0.153525,26.028295,8.326333,0.379507,0.169716,0.072776,0.578548,1
1650,64,0.31011,0.138128,51.573718,3.033703,11.610746,3.70407,0.041703,0.328951,0.635342,0.482995,0
1651,64,-0.9336,0.932877,48.605439,1.147722,21.575598,7.54562,0.144826,0.624129,0.229437,0.552846,1
1652,64,-0.976369,1.293866,52.477254,3.939196,22.209189,7.720533,0.715155,0.396339,0.474171,0.531985,0
1653,64,-0.426789,1.362254,51.340809,1.726702,5.167499,3.811539,0.91679,0.955512,0.261653,0.449071,0
1654,64,-0.579468,0.825866,24.889747,0.329787,18.083022,3.26164,0.704577,0.552471,0.01557,0.683697,1
1655,64,0.372481,1.145695,49.024918,3.347591,7.227707,8.936346,0.147084,0.456493,0.502339,0.449842,0
1656,64,0.470682,1.215662,36.23442,2.127925,17.589775,7.717387,0.155004,0.886725,0.6906,0.218705,0
1657,64,-0.878158,1.490151,22.297614,2.893876,3.985347,7.190119,0.274241,0.449414,0.13753,0.645746,1
1658,64,-0.820917,1.106904,37.901955,3.738495,11.440155,3.789498,0.2678,0.904559,0.831642,0.342874,0
1659,64,0.297395,0.90897,13.950372,1.177329,17.040395,1.54805,0.975786,0.985331,0.659531,0.325838,0
1660,64,0.633823,1.418367,36.161968,4.917027,15.512433,7.720259,0.049376,0.578074,0.924123,0.380307,0
1661,64,-0.664434,0.225634,49.891788,0.074514,6.900583,13.334455,0.016277,0.691665,0.38594,0.291915,0
1662,64,0.820082,0.786489,39.72585,3.357365,16.743252,12.030573,0.480846,0.386234,0.011204,0.704282,1
1663,64,-0.832777,0.478434,25.496924,3.984298,8.662917,13.759038,0.235232,0.553033,0.928556,0.261899,0
1664,64,-0.829895,0.789985,7.605057,2.412939,12.634205,11.266127,0.856215,0.641515,0.194987,0.522731,0
1665,64,-0.38134,1.306214,37.378588,4.160288,23.703165,0.523038,0.198556,0.773095,0.016902,0.711517,1
1666,64,-0.635241,0.586585,49.85692,4.717292,28.574906,8.824894,0.437535,0.074533,0.019545,0.776763,1
1667,64,0.378063,0.682072,58.484426,3.34221,12.662454,1.380413,0.013042,0.647305,0.91614,0.32617,0
1668,64,-0.819407,1.269049,59.621465,1.123977,8.465776,12.116443,0.541654,0.100572,0.614119,0.529596,0
1669,64,0.84479,0.907648,47.483426,2.347169,15.683782,0.225666,0.773006,0.760209,0.429897,0.496114,0
1670,64,-0.718347,0.824729,36.210743,3.10915,4.779168,9.103999,0.784912,0.527954,0.539936,0.50514,0
1671,64,0.11606,0.804057,39.940349,0.591566,15.874159,10.231923,0.640839,0.781589,0.072648,0.608037,1
1672,64,-0.142491,0.576381,51.414113,2.846748,26.903766,0.350604,0.594702,0.126504,0.943268,0.517215,0
1673,64,-0.734598,1.32771,47.020028,1.792533,25.478104,9.465896,0.577312,0.831037,0.186772,0.656903,1
1674,64,0.106592,0.058474,56.898446,4.486612,11.056313,2.088003,0.07284,0.460986,0.335614,0.609918,1
1675,64,-0.371291,1.438139,30.331385,2.284591,21.18199,10.064463,0.13797,0.296798,0.602123,0.483019,0
1676,64,0.345949,1.260439,35.32842,1.401654,18.25655,8.883309,0.939965,0.435742,0.177026,0.625924,1
1677,64,-0.718173,1.417386,23.384708,2.938174,13.478373,12.167441,0.881641,0.913413,0.264334,0.516983,0
1678,64,-0.736219,1.243796,24.063629,1.468242,14.583197,12.525125,0.31896,0.779502,0.126419,0.455691,0
1679,64,0.689844,0.255227,51.451025,1.835844,24.915136,10.654599,0.018062,0.734317,0.063369,0.396746,0
1680,64,0.796953,0.644513,57.285153,2.296791,6.338164,2.040186,0.847618,0.470003,0.177625,0.749235,1
1681,64,-0.67409,0.861986,23.04541,3.605597,23.626424,0.075853,0.088959,0.520171,0.94532,0.397337,0
1682,64,0.377695,1.089761,18.220376,0.681249,12.590559,5.842291,0.93396,0.924196,0.794841,0.272959,0
1683,64,-0.253717,0.748132,8.24046,1.757161,16.873748,10.470224,0.948791,0.091467,0.574361,0.646628,1
1684,64,0.687681,1.334567,11.006402,4.081408,2.585209,2.788947,0.080871,0.880112,0.743868,0.365183,0
1685,64,-0.545174,1.234564,48.66698,0.266201,17.085356,2.994144,0.032828,0.07088,0.430188,0.56081,1
1686,64,0.913962,0.421817,43.536358,4.939871,2.598711,7.5627,0.785208,0.561774,0.327229,0.643308,1
1687,64,-0.413929,1.225556,12.746709,2.837435,14.049756,8.896471,0.573084,0.865205,0.412125,0.489549,0
1688,64,0.9131,1.160687,27.738078,3.663512,28.780085,11.895473,0.51467,0.141251,0.474135,0.647847,1
1689,64,0.609547,1.225858,9.545335,4.508483,21.760586,1.060849,0.257817,0.045404,0.351795,0.69672,1
1690,64,-0.556442,0.315605,30.754964,1.48385,29.124606,11.755073,0.728372,0.43785,0.524018,0.430758,0
1691,64,0.762618,0.400837,52.924641,0.75692,15.89819,6.084474,0.273008,0.54567,0.038918,0.54314,0
1692,64,0.095907,1.485103,59.805073,4.454979,27.928468,7.550697,0.547162,0.967673,0.317919,0.54845,0
1693,64,-0.544297,1.385649,48.878649,3.15311,25.49429,6.088383,0.1379,0.047433,0.333992,0.634169,1
1694,64,-0.4466,0.122675,24.805835,3.099373,10.573177,5.463331,0.397066,0.20599,0.182772,0.703082,1
1695,64,0.649304,0.911397,34.746318,1.666532,22.969793,1.607102,0.493385,0.699837,0.73062,0.354262,0
1696,64,0.778966,0.194608,9.583406,0.500585,23.367275,14.121057,0.094755,0.98628,0.019097,0.325085,0
1697,64,-0.342932,0.477651,56.833621,3.409886,1.619502,10.540458,0.16819,0.023793,0.717087,0.482701,0
1698,64,0.635145,1.401643,43.424793,0.415789,5.313794,0.00975,0.082693,0.135233,0.437737,0.606835,1
1699,64,-0.372506,1.201135,36.123967,4.359615,1.785631,2.36863,0.417681,0.812456,0.918973,0.39338,0
1700,64,-0.570802,1.093238,15.070103,4.392539,28.998372,9.820145,0.686394,0.25963,0.633717,0.596224,1
1701,64,0.23527,0.096386,20.538575,4.779308,14.769381,11.474775,0.704184,0.844525,0.463696,0.357368,0
1702,64,0.416594,0.905336,25.138661,0.140252,6.917989,11.264942,0.065763,0.009723,0.39267,0.489778,0
1703,64,0.914785,0.951959,58.34091,3.864307,0.366145,10.350441,0.578978,0.003004,0.34821,0.808784,1
1704,64,-0.143184,0.784399,43.430133,3.801585,1.932284,8.141416,0.626861,0.909857,0.955412,0.247587,0
1705,64,0.980971,0.538376,38.845549,4.459534,28.795331,5.387613,0.759965,0.243631,0.3738,0.674392,1
1706,64,-0.277308,0.152459,8.262868,4.818771,17.081835,8.664135,0.644125,0.397783,0.428473,0.595371,1
1707,64,0.828014,1.245159,8.23344,2.733677,21.513865,7.16251,0.044089,0.695452,0.241636,0.482669,0
1708,64,0.360436,1.089152,57.602916,3.311062,17.10828,4.33464,0.581053,0.96318,0.374969,0.498,0
1709,64,-0.549943,0.05403,31.992708,1.884885,25.441987,2.357633,0.328092,0.217966,0.632883,0.508642,0
1710,64,-0.574967,0.60025,19.030713,4.49422,5.509347,1.586518,0.537239,0.18377,0.061148,0.813501,1
1711,64,-0.62646,1.423186,43.635105,0.747258,23.678305,4.615729,0.856011,0.069744,0.737229,0.563191,1
1712,64,0.79006,0.661545,42.222179,1.780847,0.168558,11.464581,0.541014,0.913524,0.510437,0.348956,0
