id,raw_trust_score,ground_truth,calibrated_score,prediction_set
1593,0.9179,1,0.9031,Verified
1594,0.529,1,0.4985,Rejected
1595,0.681,1,0.6842,Rejected
1596,0.5907,1,0.567,Rejected
1597,0.2512,1,0.2594,Rejected
1598,0.9956,0,0.9199,Rejected
1599,0.157,1,0.1463,Rejected
1600,0.0829,0,0.0854,Rejected
1601,0.7669,0,0.7042,Review
1602,0.8561,1,0.8075,Rejected
1603,0.604,0,0.5745,Review
1604,0.7113,0,0.6976,Verified
1605,0.9628,0,0.9381,Rejected
1606,0.4714,1,0.4863,Rejected
1607,0.8054,0,0.758,Rejected
1608,0.6521,0,0.6298,Rejected
1609,0.8409,1,0.8197,Verified
1610,0.376,0,0.3568,Review
1611,0.5725,1,0.5184,Rejected
1612,0.2915,0,0.2914,Verified
1613,0.1577,1,0.1615,Verified
1614,0.9634,0,0.9056,Review
1615,0.16,1,0.1461,Review
1616,0.7595,0,0.7433,Rejected
1617,0.0212,0,0.021,Review
1618,0.8908,0,0.9049,Rejected
1619,0.2897,1,0.289,Review
1620,0.0624,1,0.0598,Rejected
1621,0.4719,1,0.4295,Rejected
1622,0.7642,0,0.7404,Rejected
1623,0.103,1,0.1033,Verified
1624,0.5061,0,0.5159,Review
1625,0.7132,1,0.7472,Verified
1626,0.7814,0,0.7476,Rejected
1627,0.3629,1,0.3374,Review
1628,0.8388,0,0.8653,Rejected
1629,0.1178,0,0.1227,Rejected
1630,0.004,0,0.004,Verified
1631,0.8283,0,0.8474,Verified
1632,0.6797,0,0.6539,Review
1633,0.3403,1,0.3481,Verified
1634,0.1576,0,0.1534,Review
1635,0.0865,0,0.0864,Verified
1636,0.0892,0,0.0809,Review
1637,0.4587,0,0.4396,Verified
1638,0.093,0,0.0949,Verified
1639,0.8531,1,0.8524,Verified
1640,0.7792,0,0.7964,Rejected
1641,0.1553,1,0.1527,Review
1642,0.3541,1,0.361,Review
1643,0.9554,0,0.8944,Rejected
1644,0.7695,1,0.7337,Review
1645,0.0187,0,0.018,Rejected
1646,0.4835,1,0.4939,Review
1647,0.7984,1,0.8267,Review
1648,0.7595,0,0.7525,Verified
1649,0.8893,0,0.8763,Rejected
1650,0.0099,1,0.0101,Rejected
1651,0.2906,1,0.2742,Verified
1652,0.3597,1,0.3438,Verified
1653,0.6158,0,0.637,Review
1654,0.0938,0,0.097,Verified
1655,0.9735,0,0.8942,Verified
1656,0.4919,1,0.5067,Rejected
1657,0.1395,1,0.1349,Verified
1658,0.1689,1,0.1617,Review
1659,0.0567,1,0.0521,Verified
1660,0.2267,0,0.2132,Rejected
1661,0.1419,0,0.1418,Rejected
1662,0.0733,0,0.0725,Review
1663,0.9324,1,0.9304,Rejected
1664,0.4233,0,0.4018,Rejected
1665,0.7865,1,0.7836,Review
1666,0.3131,1,0.313,Review
1667,0.9022,1,0.9187,Review
1668,0.1116,0,0.1072,Review
1669,0.7963,0,0.7732,Review
1670,0.6605,0,0.6085,Verified
1671,0.7646,1,0.7924,Review
1672,0.0283,0,0.0284,Verified
1673,0.1891,1,0.1983,Rejected
1674,0.354,1,0.3671,Rejected
1675,0.6033,1,0.6178,Verified
1676,0.4292,1,0.4025,Review
1677,0.2347,1,0.2411,Rejected
1678,0.5555,1,0.5512,Review
1679,0.6931,1,0.6407,Rejected
1680,0.0511,1,0.0465,Rejected
1681,0.2096,1,0.1955,Review
1682,0.043,0,0.0391,Review
1683,0.2376,0,0.243,Verified
1684,0.5317,1,0.543,Review
1685,0.7721,0,0.7271,Verified
1686,0.807,1,0.8328,Review
1687,0.9427,1,0.8561,Rejected
1688,0.816,0,0.8263,Verified
1689,0.7366,1,0.7316,Rejected
1690,0.0817,0,0.0847,Verified
1691,0.9939,0,0.9391,Verified
1692,0.7853,0,0.813,Rejected
1693,0.0454,1,0.0451,Rejected
1694,0.1655,0,0.1711,Verified
1695,0.4461,1,0.4245,Verified
1696,0.0254,0,0.0253,Review
1697,0.1117,0,0.1158,Verified
1698,0.4259,1,0.422,Rejected
1699,0.0286,1,0.0268,Review
1700,0.2914,0,0.2705,Rejected
1701,0.7008,0,0.7226,Review
1702,0.4895,1,0.4614,Verified
1703,0.4966,1,0.4873,Verified
1704,0.2969,0,0.2842,Verified
1705,0.6654,1,0.689,Review
1706,0.8082,0,0.7704,Rejected
1707,0.7987,0,0.7844,Review
1708,0.6257,1,0.5735,Verified
1709,0.7952,1,0.7616,Verified
1710,0.8908,1,0.8837,Rejected
1711,0.6618,0,0.6244,Rejected
1712,0.4751,0,0.4883,Rejected
1713,0.7038,1,0.7106,Verified
1714,0.6929,0,0.6656,Rejected
1715,0.5009,0,0.5087,Review
1716,0.8177,0,0.8348,Review
1717,0.5734,1,0.5811,Rejected
1718,0.485,0,0.4887,Rejected
1719,0.8369,1,0.8453,Review
1720,0.1936,1,0.187,Review
1721,0.7563,0,0.733,Rejected
1722,0.3906,0,0.4075,Rejected
1723,0.776,0,0.7232,Verified
1724,0.2357,0,0.2339,Review
1725,0.8098,0,0.8488,Verified
1726,0.1582,0,0.1613,Rejected
1727,0.6832,0,0.667,Verified
1728,0.2911,1,0.3042,Review
1729,0.3826,1,0.3538,Verified
1730,0.5295,1,0.5127,Review
1731,0.2984,1,0.2818,Rejected
1732,0.9492,0,0.9048,Verified
1733,0.0486,1,0.0496,Rejected
1734,0.7408,1,0.7472,Verified
1735,0.8562,0,0.798,Verified
1736,0.976,1,0.9559,Rejected
1737,0.6917,0,0.6403,Review
1738,0.3261,0,0.309,Rejected
1739,0.1102,0,0.1145,Review
1740,0.9938,0,0.9256,Review
1741,0.4427,1,0.4204,Verified
1742,0.6336,0,0.5889,Review
1743,0.3225,1,0.2949,Rejected
1744,0.4225,1,0.3934,Verified
1745,0.6885,0,0.6886,Verified
1746,0.204,0,0.201,Rejected
1747,0.7675,1,0.77,Review
1748,0.6909,1,0.6777,Review
1749,0.7552,1,0.6925,Verified
1750,0.8965,1,0.8402,Review
1751,0.9665,0,0.9223,Review
1752,0.1763,0,0.1783,Rejected
1753,0.0287,1,0.0268,Verified
1754,0.2591,1,0.2665,Rejected
1755,0.5301,1,0.5279,Verified
1756,0.3656,0,0.3385,Review
1757,0.9315,0,0.8716,Review
1758,0.317,0,0.3035,Verified
1759,0.5827,0,0.5753,Rejected
1760,0.0003,0,0.0003,Rejected
1761,0.6975,0,0.6364,Review
1762,0.0224,1,0.023,Rejected
1763,0.5753,0,0.5948,Review
1764,0.5817,0,0.556,Rejected
1765,0.9912,0,1.0,Verified
1766,0.4069,0,0.4135,Rejected
1767,0.8285,1,0.7957,Review
1768,0.0099,0,0.0099,Rejected
1769,0.1693,0,0.1607,Rejected
1770,0.975,1,0.9601,Rejected
1771,0.8451,0,0.7789,Rejected
1772,0.3118,0,0.31,Review
1773,0.8638,0,0.7962,Rejected
1774,0.7801,1,0.7589,Verified
1775,0.8513,0,0.7886,Review
1776,0.0631,0,0.0649,Rejected
1777,0.4333,1,0.4122,Verified
1778,0.7444,1,0.7128,Verified
1779,0.722,0,0.6578,Verified
1780,0.2541,1,0.2656,Rejected
1781,0.4901,0,0.4801,Verified
1782,0.2185,1,0.2266,Verified
1783,0.9976,1,0.9982,Verified
1784,0.8933,1,0.9178,Verified
1785,0.0172,0,0.0172,Rejected
1786,0.5176,0,0.4762,Verified
1787,0.5615,0,0.5643,Review
1788,0.7071,1,0.7064,Rejected
1789,0.478,0,0.4988,Rejected
1790,0.9762,0,0.963,Verified
1791,0.2006,0,0.2039,Review
1792,0.8875,1,0.8301,Verified
1793,0.818,0,0.8228,Verified
1794,0.3252,0,0.3295,Review
1795,0.5308,0,0.4949,Rejected
1796,0.4285,0,0.3881,Verified
1797,0.5751,0,0.5847,Verified
1798,0.3534,1,0.3686,Rejected
1799,0.4832,1,0.4817,Review
1800,0.3331,1,0.3403,Verified
1801,0.3301,1,0.3155,Verified
1802,0.5248,0,0.4846,Verified
1803,0.4847,1,0.4501,Verified
1804,0.7229,0,0.6711,Verified
1805,0.1768,1,0.1804,Review
1806,0.7643,0,0.7423,Verified
1807,0.0005,1,0.0005,Verified
1808,0.6877,1,0.6797,Verified
1809,0.9725,0,0.9649,Rejected
1810,0.4291,0,0.4147,Verified
1811,0.7251,1,0.7317,Review
1812,0.4837,1,0.4703,Review
1813,0.3628,1,0.3292,Review
1814,0.9433,0,0.919,Rejected
1815,0.6073,1,0.6276,Review
1816,0.3391,0,0.315,Rejected
1817,0.3414,1,0.3531,Verified
1818,0.56,0,0.5309,Verified
1819,0.9562,0,0.9158,Review
1820,0.6496,0,0.59,Rejected
1821,0.9655,0,0.9053,Verified
1822,0.9116,0,0.8629,Verified
1823,0.8102,0,0.7835,Rejected
1824,0.161,1,0.1466,Verified
1825,0.5922,0,0.5837,Review
1826,0.3827,1,0.3529,Verified
1827,0.1671,1,0.1727,Verified
1828,0.9625,1,0.8691,Rejected
1829,0.4031,0,0.4098,Review
1830,0.4557,0,0.4145,Verified
1831,0.6816,1,0.7094,Review
1832,0.7586,0,0.6916,Review
1833,0.5415,1,0.5263,Review
1834,0.0876,0,0.0885,Rejected
1835,0.3548,1,0.3677,Verified
1836,0.7957,0,0.7335,Verified
1837,0.6615,0,0.6018,Review
1838,0.0018,1,0.0018,Rejected
1839,0.1629,0,0.1661,Rejected
1840,0.1222,0,0.1106,Verified
1841,0.047,0,0.0466,Rejected
1842,0.6566,1,0.5989,Rejected
1843,0.5327,1,0.559,Rejected
1844,0.6863,1,0.6612,Verified
1845,0.807,0,0.7458,Review
1846,0.406,0,0.3939,Rejected
1847,0.2548,0,0.2411,Rejected
1848,0.0055,1,0.0057,Rejected
1849,0.6649,1,0.6203,Verified
1850,0.9336,1,0.927,Rejected
1851,0.3418,1,0.3476,Review
1852,0.1823,0,0.1726,Rejected
1853,0.9181,1,0.8963,Verified
1854,0.9386,0,0.8891,Verified
1855,0.7316,0,0.7604,Rejected
1856,0.6331,1,0.585,Verified
1857,0.4942,0,0.4732,Review
1858,0.2134,0,0.221,Review
1859,0.1925,1,0.1744,Review
1860,0.6251,1,0.6074,Verified
1861,0.5933,1,0.597,Verified
1862,0.4472,1,0.4622,Rejected
1863,0.4489,0,0.4228,Rejected
1864,0.6285,0,0.643,Verified
1865,0.8117,1,0.8267,Review
1866,0.7872,0,0.8067,Review
1867,0.5795,1,0.5464,Review
1868,0.3439,1,0.3243,Rejected
1869,0.6124,1,0.5651,Verified
1870,0.8546,0,0.7807,Rejected
1871,0.8387,1,0.8768,Review
1872,0.5612,1,0.5428,Rejected
1873,0.3603,1,0.3453,Verified
1874,0.6257,0,0.6079,Verified
1875,0.2871,0,0.2879,Verified
1876,0.3444,1,0.3366,Verified
1877,0.3795,1,0.3949,Rejected
1878,0.032,1,0.0312,Rejected
1879,0.5621,1,0.5497,Rejected
1880,0.8549,1,0.8141,Review
1881,0.3368,1,0.3277,Rejected
1882,0.964,0,0.9014,Verified
1883,0.5888,1,0.5668,Verified
1884,0.4461,0,0.4588,Review
1885,0.9743,1,0.9867,Verified
1886,0.9231,0,0.8866,Review
1887,0.4056,0,0.418,Review
1888,0.1388,0,0.1296,Rejected
1889,0.202,0,0.1845,Rejected
1890,0.0164,1,0.0169,Review
1891,0.0639,0,0.06,Review
1892,0.9926,1,0.9128,Verified
1893,0.6117,0,0.576,Rejected
1894,0.1429,1,0.1379,Rejected
1895,0.9512,1,0.8861,Review
1896,0.7869,1,0.7653,Verified
1897,0.7469,0,0.7708,Rejected
1898,0.928,1,0.891,Verified
1899,0.9335,0,0.975,Rejected
1900,0.7327,0,0.7485,Rejected
1901,0.7751,0,0.8032,Review
1902,0.4311,0,0.4513,Rejected
1903,0.2295,0,0.2347,Review
1904,0.7608,1,0.7495,Review
1905,0.6553,0,0.6121,Rejected
1906,0.2208,1,0.2056,Rejected
1907,0.1538,0,0.1444,Review
1908,0.8774,1,0.8961,Review
1909,0.8418,1,0.846,Verified
1910,0.7196,1,0.6995,Verified
1911,0.4618,1,0.4841,Verified
1912,0.9394,1,0.8688,Verified
1913,0.6839,0,0.6743,Rejected
1914,0.7868,0,0.8228,Review
1915,0.9295,1,0.8637,Rejected
1916,0.4152,1,0.4031,Review
1917,0.4057,0,0.3673,Rejected
1918,0.5617,1,0.5398,Rejected
1919,0.1763,1,0.1755,Review
1920,0.0724,1,0.0652,Rejected
1921,0.5942,0,0.5568,Rejected
1922,0.7838,1,0.8129,Verified
1923,0.1067,1,0.1087,Review
1924,0.4118,1,0.3971,Review
1925,0.8302,0,0.8481,Review
1926,0.4682,0,0.4838,Verified
1927,0.2571,0,0.2434,Rejected
1928,0.4723,1,0.4467,Rejected
1929,0.6342,0,0.6601,Review
1930,0.3054,0,0.3041,Rejected
1931,0.7603,0,0.7079,Review
1932,0.5875,0,0.5896,Review
1933,0.4812,0,0.4758,Rejected
1934,0.2862,1,0.277,Verified
1935,0.3331,0,0.3222,Verified
1936,0.4174,0,0.4229,Review
1937,0.5132,1,0.4886,Review
1938,0.0632,1,0.057,Review
1939,0.1673,0,0.1546,Verified
1940,0.9317,1,0.8991,Rejected
1941,0.4672,1,0.449,Rejected
1942,0.4037,0,0.419,Rejected
1943,0.7717,1,0.8008,Review
1944,0.8357,0,0.7878,Review
1945,0.0208,1,0.0215,Review
1946,0.1704,1,0.1615,Review
1947,0.0369,1,0.0374,Rejected
1948,0.6904,0,0.6939,Review
1949,0.9738,1,0.9985,Rejected
1950,0.5897,0,0.5664,Review
1951,0.8182,1,0.8513,Rejected
1952,0.1456,1,0.1453,Verified
1953,0.0433,1,0.0438,Rejected
1954,0.224,1,0.2048,Rejected
1955,0.1426,0,0.1406,Review
1956,0.8721,1,0.8656,Rejected
1957,0.1824,1,0.1906,Verified
1958,0.5865,1,0.6007,Rejected
1959,0.9784,1,0.8906,Review
1960,0.3185,1,0.3086,Review
1961,0.284,1,0.2915,Verified
1962,0.2039,0,0.2075,Verified
1963,0.7909,0,0.828,Rejected
1964,0.1119,0,0.101,Review
1965,0.2189,0,0.2288,Verified
1966,0.1972,1,0.2066,Review
1967,0.4587,0,0.4453,Rejected
1968,0.9364,0,0.8744,Verified
1969,0.2592,0,0.2551,Verified
1970,0.5722,1,0.591,Verified
1971,0.2337,0,0.2243,Verified
1972,0.3709,0,0.3542,Verified
1973,0.9453,1,0.9327,Review
1974,0.0801,1,0.0829,Verified
1975,0.5119,0,0.493,Review
1976,0.5709,1,0.5799,Rejected
1977,0.4224,0,0.3874,Rejected
1978,0.3511,0,0.3356,Verified
1979,0.565,0,0.5117,Rejected
1980,0.5037,0,0.5053,Review
1981,0.9084,1,0.8221,Verified
1982,0.3715,0,0.3839,Review
1983,0.6063,0,0.5698,Review
1984,0.5734,1,0.543,Verified
1985,0.4572,1,0.4504,Verified
1986,0.3726,1,0.3825,Review
1987,0.0128,1,0.0125,Rejected
1988,0.659,0,0.6411,Verified
1989,0.4635,0,0.4445,Review
1990,0.917,0,0.8773,Review
1991,0.0662,1,0.0654,Review
1992,0.1449,0,0.1362,Verified
1993,0.5701,1,0.5405,Review
1994,0.7978,0,0.7991,Verified
1995,0.0721,1,0.0709,Verified
1996,0.8785,1,0.8483,Verified
1997,0.8759,1,0.8327,Review
1998,0.9394,1,0.953,Verified
1999,0.5737,1,0.5234,Rejected
2000,0.7432,0,0.7771,Verified
2001,0.1583,0,0.1556,Review
2002,0.6067,1,0.6133,Review
2003,0.4827,1,0.4695,Rejected
2004,0.4397,1,0.4007,Rejected
2005,0.8048,0,0.7369,Rejected
2006,0.0262,1,0.0259,Verified
2007,0.2487,1,0.226,Verified
2008,0.8271,1,0.8528,Rejected
2009,0.4457,0,0.4383,Rejected
2010,0.0975,1,0.0919,Rejected
2011,0.8473,0,0.7927,Review
2012,0.4428,0,0.4271,Rejected
2013,0.4999,0,0.502,Review
2014,0.7058,1,0.682,Review
2015,0.69,1,0.7221,Verified
2016,0.9688,1,1.0,Verified
2017,0.562,0,0.5178,Review
2018,0.5334,0,0.5441,Review
2019,0.3365,1,0.3276,Review
2020,0.5908,0,0.565,Verified
2021,0.1687,0,0.1754,Review
2022,0.7051,1,0.6845,Rejected
2023,0.6915,1,0.6562,Verified
2024,0.1876,1,0.1796,Verified
2025,0.0777,1,0.0756,Rejected
2026,0.2028,1,0.1856,Review
2027,0.786,1,0.8034,Review
2028,0.7955,0,0.7437,Review
2029,0.4809,1,0.5033,Review
2030,0.0498,0,0.0463,Review
2031,0.8848,1,0.8017,Verified
2032,0.6994,1,0.7279,Review
2033,0.0682,1,0.0703,Verified
2034,0.1885,0,0.195,Rejected
2035,0.0106,1,0.0107,Verified
2036,0.1171,0,0.106,Rejected
2037,0.5674,0,0.5574,Review
2038,0.1962,0,0.1785,Rejected
2039,0.0495,1,0.0491,Verified
2040,0.1555,0,0.1607,Rejected
2041,0.5804,1,0.5823,Verified
2042,0.5169,1,0.4991,Review
2043,0.4038,1,0.393,Rejected
2044,0.6358,1,0.5828,Rejected
2045,0.6073,0,0.5778,Review
2046,0.8004,0,0.7964,Verified
2047,0.4581,0,0.4412,Verified
2048,0.6883,1,0.6749,Verified
2049,0.1215,1,0.1199,Review
2050,0.1177,1,0.107,Rejected
2051,0.7858,0,0.7084,Review
2052,0.7092,1,0.6562,Rejected
2053,0.4224,1,0.437,Review
2054,0.3315,1,0.3143,Verified
2055,0.2487,0,0.2571,Review
2056,0.4348,1,0.4525,Rejected
2057,0.2177,1,0.2209,Verified
2058,0.2306,1,0.2222,Rejected
2059,0.0932,1,0.0957,Verified
2060,0.8887,1,0.9316,Review
2061,0.6935,1,0.6754,Verified
2062,0.99,0,1.0,Review
2063,0.8635,0,0.8827,Verified
2064,0.8834,1,0.8034,Verified
2065,0.3545,0,0.3502,Rejected
2066,0.8201,0,0.7987,Verified
2067,0.7387,0,0.6712,Rejected
2068,0.6574,0,0.6122,Verified
2069,0.0253,1,0.0242,Verified
2070,0.9552,1,0.8753,Rejected
2071,0.533,1,0.4912,Verified
2072,0.1797,0,0.1825,Rejected
2073,0.8748,1,0.9143,Verified
2074,0.9209,1,0.9403,Verified
2075,0.0315,0,0.0296,Rejected
2076,0.2856,0,0.2687,Rejected
2077,0.406,1,0.3975,Verified
2078,0.8461,0,0.8069,Review
2079,0.7079,1,0.7408,Verified
2080,0.5388,1,0.4866,Verified
2081,0.5516,0,0.5248,Rejected
2082,0.7235,1,0.7508,Review
2083,0.5395,0,0.5111,Verified
2084,0.7782,1,0.7813,Verified
2085,0.9921,0,1.0,Rejected
2086,0.5323,1,0.515,Review
2087,0.9643,0,1.0,Review
2088,0.519,0,0.4723,Review
2089,0.9405,1,0.8571,Verified
2090,0.5697,1,0.5939,Rejected
2091,0.6702,1,0.6098,Review
2092,0.6033,1,0.5605,Rejected
2093,0.0598,1,0.057,Rejected
2094,0.935,0,0.9555,Rejected
2095,0.6325,0,0.6364,Review
2096,0.4942,0,0.5134,Rejected
2097,0.4211,0,0.4179,Rejected
2098,0.0105,0,0.0097,Verified
2099,0.3448,0,0.3373,Rejected
2100,0.8969,0,0.8713,Rejected
2101,0.8122,1,0.7992,Review
2102,0.5177,1,0.4799,Verified
2103,0.0805,0,0.0779,Review
2104,0.8521,1,0.8847,Verified
2105,0.1678,0,0.1678,Review
2106,0.8176,1,0.8097,Verified
2107,0.2677,0,0.2457,Rejected
2108,0.2331,1,0.2223,Rejected
2109,0.4126,1,0.3842,Review
2110,0.1595,1,0.1447,Rejected
2111,0.2457,0,0.2225,Review
2112,0.6643,1,0.6483,Review
2113,0.0283,0,0.0262,Verified
2114,0.3175,1,0.3324,Review
2115,0.3158,0,0.3011,Verified
2116,0.076,1,0.0704,Rejected
2117,0.5821,0,0.596,Verified
2118,0.3614,0,0.3341,Verified
2119,0.0854,0,0.0772,Verified
2120,0.761,1,0.7303,Rejected
2121,0.7636,0,0.7162,Verified
2122,0.0789,0,0.0774,Verified
2123,0.1298,1,0.1197,Verified
2124,0.4858,0,0.5084,Verified
2125,0.5002,1,0.5187,Rejected
2126,0.1449,1,0.1328,Rejected
2127,0.214,0,0.2163,Rejected
2128,0.2967,1,0.2847,Rejected
2129,0.2655,0,0.2673,Verified
2130,0.3096,1,0.3218,Review
2131,0.9213,0,0.9472,Rejected
2132,0.8073,0,0.8001,Review
2133,0.7829,1,0.748,Verified
2134,0.1868,0,0.1721,Rejected
2135,0.8553,1,0.7881,Rejected
2136,0.5518,0,0.5697,Review
2137,0.5664,1,0.565,Verified
2138,0.0603,1,0.0551,Verified
2139,0.1232,0,0.1189,Review
2140,0.9479,1,0.9852,Rejected
2141,0.1897,0,0.1757,Rejected
2142,0.737,1,0.7572,Rejected
2143,0.2482,0,0.2463,Rejected
2144,0.2764,0,0.2857,Review
2145,0.2882,1,0.2758,Verified
2146,0.1143,0,0.1111,Rejected
2147,0.3806,0,0.3641,Verified
2148,0.2496,0,0.26,Rejected
2149,0.7356,0,0.7118,Review
2150,0.1177,0,0.1187,Verified
2151,0.6035,1,0.5499,Rejected
2152,0.7367,1,0.7627,Rejected
2153,0.0039,0,0.0038,Rejected
2154,0.4267,1,0.4157,Verified
2155,0.0364,1,0.0367,Review
2156,0.2708,0,0.2611,Verified
2157,0.6575,0,0.5984,Rejected
2158,0.9996,0,1.0,Review
2159,0.1406,0,0.1286,Rejected
2160,0.0209,0,0.0202,Rejected
2161,0.9515,1,0.9947,Verified
2162,0.1548,0,0.1513,Verified
2163,0.1399,0,0.1394,Review
2164,0.2181,1,0.2187,Review
2165,0.7091,1,0.7395,Review
2166,0.4585,0,0.4261,Review
2167,0.4987,0,0.5187,Review
2168,0.261,0,0.2654,Review
2169,0.0215,1,0.0205,Rejected
2170,0.7464,0,0.7758,Rejected
2171,0.7689,1,0.7694,Verified
2172,0.7505,1,0.7094,Review
2173,0.2149,0,0.2092,Review
2174,0.2816,1,0.2688,Rejected
2175,0.9188,1,0.9043,Rejected
2176,0.4445,1,0.4566,Rejected
2177,0.5642,1,0.5698,Verified
2178,0.2955,0,0.2847,Verified
2179,0.1778,1,0.1866,Review
2180,0.9587,1,0.925,Review
2181,0.0584,0,0.06,Verified
2182,0.6965,0,0.6515,Verified
2183,0.0493,0,0.0483,Verified
2184,0.1387,0,0.1327,Rejected
2185,0.574,1,0.5708,Review
2186,0.8244,1,0.8153,Verified
2187,0.7821,0,0.7889,Rejected
2188,0.6059,0,0.6359,Verified
2189,0.3319,1,0.3464,Review
2190,0.3798,0,0.344,Verified
2191,0.5292,0,0.5043,Verified
2192,0.5408,0,0.5533,Verified
2193,0.5031,0,0.4721,Review
2194,0.9132,1,0.8976,Review
2195,0.4301,0,0.4088,Rejected
2196,0.285,0,0.2796,Review
2197,0.7052,1,0.6747,Verified
2198,0.5497,0,0.5439,Review
2199,0.9653,0,0.899,Rejected
2200,0.2039,0,0.1841,Verified
2201,0.7571,0,0.7431,Verified
2202,0.7672,1,0.7747,Review
2203,0.1342,1,0.1374,Review
2204,0.7652,1,0.7687,Verified
2205,0.0926,1,0.0839,Rejected
2206,0.6847,0,0.6799,Rejected
2207,0.9859,1,0.94,Review
2208,0.8166,1,0.7706,Rejected
2209,0.025,0,0.0226,Review
2210,0.9213,1,0.8672,Rejected
2211,0.0738,0,0.0728,Rejected
2212,0.9677,0,0.9156,Verified
2213,0.7533,0,0.7116,Rejected
2214,0.476,0,0.4305,Verified
2215,0.3574,1,0.3685,Rejected
2216,0.0756,0,0.0792,Verified
2217,0.0165,0,0.0169,Rejected
2218,0.7165,1,0.6805,Review
2219,0.3321,1,0.3063,Verified
2220,0.1461,0,0.1408,Verified
2221,0.7395,0,0.7164,Verified
2222,0.4635,0,0.4393,Review
2223,0.6117,1,0.5969,Verified
2224,0.4233,1,0.3942,Review
2225,0.8293,1,0.7929,Verified
2226,0.347,0,0.3146,Verified
2227,0.037,1,0.0341,Rejected
2228,0.4407,0,0.4597,Verified
2229,0.9203,0,0.8664,Review
2230,0.6689,1,0.6476,Rejected
2231,0.805,0,0.7283,Review
2232,0.4776,1,0.4994,Verified
2233,0.8929,1,0.8574,Verified
2234,0.9779,0,1.0,Verified
2235,0.213,1,0.2198,Review
2236,0.9972,0,0.9857,Review
2237,0.646,0,0.6239,Review
2238,0.4985,0,0.5144,Review
2239,0.1247,1,0.1304,Verified
2240,0.1974,0,0.1967,Rejected
2241,0.2226,0,0.2073,Rejected
2242,0.0208,1,0.0204,Rejected
2243,0.8304,1,0.7629,Rejected
2244,0.4487,0,0.4645,Review
2245,0.3686,1,0.3792,Rejected
2246,0.8177,1,0.7488,Rejected
2247,0.751,0,0.6949,Verified
2248,0.7126,0,0.7417,Verified
2249,0.0996,1,0.0953,Rejected
2250,0.9868,0,1.0,Review
2251,0.3995,1,0.3934,Rejected
2252,0.1657,0,0.1591,Verified
2253,0.6109,0,0.5885,Verified
2254,0.9244,0,0.9387,Verified
2255,0.4347,0,0.4141,Review
2256,0.631,0,0.6266,Verified
2257,0.5876,1,0.5914,Verified
2258,0.4235,0,0.4309,Rejected
2259,0.0827,1,0.0832,Verified
2260,0.853,0,0.7979,Verified
2261,0.516,0,0.5014,Verified
2262,0.1616,0,0.1539,Review
2263,0.9453,0,0.8974,Review
2264,0.7216,0,0.6612,Review
2265,0.3449,0,0.3277,Verified
2266,0.9039,1,0.8766,Verified
2267,0.0993,1,0.0993,Verified
2268,0.0144,1,0.0148,Verified
2269,0.9135,1,0.9076,Rejected
2270,0.8217,1,0.7654,Verified
2271,0.4246,0,0.4271,Review
2272,0.0942,1,0.0964,Review
2273,0.8834,0,0.9212,Review
2274,0.1813,0,0.178,Verified
2275,0.7323,0,0.7078,Rejected
2276,0.2862,0,0.26,Review
2277,0.7031,1,0.7158,Verified
2278,0.2282,1,0.2141,Verified
2279,0.1939,1,0.1833,Rejected
2280,0.9457,1,0.9358,Rejected
2281,0.5968,0,0.5556,Review
2282,0.6029,0,0.5757,Rejected
2283,0.8372,1,0.8365,Verified
2284,0.4968,0,0.5089,Rejected
2285,0.0436,1,0.0419,Rejected
2286,0.3087,1,0.3192,Rejected
2287,0.7363,0,0.7451,Review
2288,0.5682,0,0.5862,Rejected
2289,0.1068,1,0.0974,Rejected
2290,0.8746,0,0.8621,Verified
2291,0.0416,0,0.0395,Verified
2292,0.8241,0,0.7998,Rejected
2293,0.0269,1,0.0258,Rejected
2294,0.456,0,0.4293,Verified
2295,0.844,1,0.8182,Rejected
2296,0.7848,1,0.7429,Rejected
2297,0.9653,0,0.9743,Verified
2298,0.5521,0,0.4984,Review
2299,0.918,1,0.9293,Rejected
2300,0.4885,1,0.4919,Rejected
2301,0.4418,0,0.4425,Review
2302,0.5064,0,0.4651,Rejected
2303,0.1617,1,0.1608,Verified
2304,0.075,0,0.0744,Review
2305,0.3605,1,0.3746,Rejected
2306,0.9206,0,0.8926,Verified
2307,0.9428,0,0.8815,Verified
2308,0.2682,1,0.2705,Review
2309,0.8569,1,0.8914,Review
2310,0.2929,0,0.2767,Rejected
2311,0.0228,1,0.0213,Rejected
2312,0.1753,1,0.1687,Verified
2313,0.5793,1,0.603,Verified
2314,0.1798,1,0.1792,Rejected
2315,0.5775,0,0.5588,Rejected
2316,0.684,1,0.7031,Rejected
2317,0.6495,1,0.6805,Verified
2318,0.4562,1,0.4562,Rejected
2319,0.1158,0,0.1048,Verified
2320,0.0039,1,0.004,Rejected
2321,0.0718,1,0.0743,Review
2322,0.6261,0,0.6051,Verified
2323,0.131,1,0.118,Review
2324,0.8801,1,0.8425,Review
2325,0.3739,1,0.3625,Rejected
2326,0.381,0,0.367,Rejected
2327,0.0652,1,0.0618,Rejected
2328,0.4771,0,0.4811,Review
2329,0.6662,1,0.6478,Review
2330,0.7493,1,0.7201,Review
2331,0.959,0,0.9108,Review
2332,0.3777,1,0.3506,Review
2333,0.6291,0,0.5692,Verified
2334,0.0643,0,0.0672,Verified
