sample_id,sep_score,semantic_entropy,kernel_language_entropy,nli_agreement,retrieval_confidence,symbolic_verification,temporal_validation,cross_model_agreement,critic_score,calibration_factor,fusion_trust_score,risk_level,verified
2511,0.756312,0.423781,0.320553,0.60982,0.561799,0.97515,0.581995,0.25631,0.876553,0.95985,0.658038,Medium,0
2512,0.374387,0.501705,0.135047,0.468992,0.033079,0.286096,0.508337,0.313946,0.434582,0.852051,0.349154,High,0
2513,0.389787,0.108808,0.732736,0.280915,0.129153,0.929807,0.423727,0.280685,0.968602,0.957954,0.447449,High,0
2514,0.153862,0.893322,0.37825,0.089753,0.117954,0.035673,0.909361,0.441989,0.293332,0.852648,0.212658,High,0
2515,0.3305,0.958028,0.932296,0.502617,0.648216,0.555684,0.072679,0.372388,0.71633,0.8254,0.296178,High,0
2516,0.650382,0.593544,0.677598,0.928583,0.244713,0.501056,0.957387,0.760592,0.823923,0.887087,0.542002,High,0
2517,0.217315,0.958891,0.266593,0.034228,0.718266,0.762217,0.764159,0.791585,0.840432,0.905679,0.465319,High,0
2518,0.202442,0.250645,0.423956,0.77346,0.796097,0.455052,0.867712,0.550314,0.946015,0.84536,0.55033,High,0
2519,0.508196,0.352802,0.557292,0.371141,0.129071,0.221234,0.273319,0.077897,0.572194,0.970828,0.381224,High,0
2520,0.914496,0.049877,0.758257,0.340501,0.371052,0.596851,0.616853,0.339655,0.150635,0.882355,0.480608,High,0
2521,0.205277,0.718465,0.643382,0.644047,0.457918,0.355101,0.548422,0.344557,0.82881,0.958994,0.40346,High,0
2522,0.761014,0.480119,0.191776,0.575761,0.366643,0.250245,0.579061,0.422926,0.621442,0.932158,0.499424,High,0
2523,0.998309,0.744746,0.274793,0.597148,0.937943,0.636333,0.455403,0.893715,0.588807,0.842812,0.573507,High,0
2524,0.264129,0.285738,0.45549,0.969368,0.10163,0.128604,0.438926,0.898581,0.058464,0.964674,0.446959,High,0
2525,0.685918,0.18862,0.816312,0.645853,0.388342,0.550176,0.219105,0.750369,0.02533,0.818501,0.474295,High,0
2526,0.906051,0.020155,0.969432,0.071149,0.472503,0.801826,0.650186,0.721937,0.712062,0.903297,0.468827,High,0
2527,0.41331,0.546742,0.557434,0.246735,0.696415,0.631629,0.555086,0.384622,0.203281,0.908137,0.393677,High,0
2528,0.82639,0.974748,0.086161,0.344117,0.094464,0.730672,0.874533,0.395178,0.05107,0.89708,0.422408,High,0
2529,0.200009,0.661134,0.634647,0.92215,0.537333,0.562855,0.441119,0.050867,0.180933,0.800346,0.348639,High,0
2530,0.678615,0.16523,0.785728,0.575716,0.075538,0.040417,0.859965,0.522849,0.220894,0.899602,0.424071,High,0
2531,0.958045,0.260069,0.417962,0.472393,0.533715,0.758093,0.929792,0.450819,0.764227,0.979853,0.701641,Medium,1
2532,0.229471,0.677424,0.195088,0.12782,0.020911,0.799444,0.888978,0.974129,0.500506,0.956104,0.329553,High,0
2533,0.198165,0.334471,0.099285,0.495652,0.732534,0.29797,0.503919,0.701364,0.433305,0.982355,0.531964,High,0
2534,0.902522,0.025706,0.205568,0.577026,0.937512,0.2836,0.911893,0.895665,0.560671,0.896433,0.674896,Medium,0
2535,0.109312,0.714552,0.253078,0.194762,0.955632,0.37744,0.439488,0.840293,0.187963,0.84273,0.286809,High,0
2536,0.308971,0.04525,0.724584,0.675286,0.396394,0.187016,0.387288,0.389499,0.475295,0.877362,0.426105,High,0
2537,0.753898,0.356959,0.048456,0.293513,0.57071,0.309867,0.463981,0.401874,0.081205,0.880076,0.486283,High,0
2538,0.1545,0.487598,0.524618,0.195845,0.574461,0.269938,0.068012,0.029269,0.582439,0.946673,0.322466,High,0
2539,0.733269,0.02692,0.541764,0.944969,0.719571,0.248234,0.395713,0.31193,0.588593,0.959577,0.61827,Medium,0
2540,0.972579,0.118199,0.552454,0.034305,0.431373,0.061471,0.740521,0.253252,0.626273,0.849742,0.393141,High,0
2541,0.051894,0.999835,0.181525,0.190586,0.55811,0.123117,0.242585,0.015772,0.731154,0.992542,0.261345,High,0
2542,0.104757,0.958636,0.299609,0.614723,0.673222,0.730452,0.883732,0.621645,0.043123,0.908809,0.370916,High,0
2543,0.333403,0.821602,0.521406,0.548225,0.207392,0.363375,0.738395,0.825094,0.519587,0.965903,0.427613,High,0
2544,0.040843,0.892497,0.635447,0.75624,0.927432,0.719666,0.82549,0.124732,0.835523,0.909008,0.412373,High,0
2545,0.643018,0.142216,0.913912,0.668408,0.947428,0.374542,0.929015,0.693353,0.096559,0.9519,0.630957,Medium,0
2546,0.984305,0.65141,0.450765,0.522621,0.924839,0.713728,0.199955,0.460361,0.922754,0.950393,0.653621,Medium,0
2547,0.388776,0.451535,0.977558,0.30924,0.024562,0.559018,0.317636,0.909322,0.034022,0.896877,0.276904,High,0
2548,0.062741,0.705933,0.079255,0.525407,0.292688,0.172516,2.3e-05,0.420985,0.6695,0.810149,0.2917,High,0
2549,0.925748,0.06011,0.343634,0.704662,0.389087,0.042381,0.572421,0.442024,0.988261,0.826506,0.535136,High,0
2550,0.998724,0.460471,0.860929,0.848824,0.698431,0.378071,0.95443,0.18072,0.416999,0.982934,0.613476,Medium,0
2551,0.408666,0.13547,0.266991,0.906509,0.706827,0.356593,0.659968,0.159734,0.894396,0.97824,0.611447,Medium,0
2552,0.236603,0.082699,0.945698,0.06197,0.090417,0.066412,0.363839,0.039743,0.406558,0.873721,0.208785,High,0
2553,0.024888,0.503179,0.556755,0.151967,0.487858,0.251219,0.022219,0.019423,0.862013,0.801928,0.248311,High,0
2554,0.555017,0.889078,0.570547,0.55559,0.901552,0.17752,0.989442,0.291273,0.339434,0.87809,0.464704,High,0
2555,0.736665,0.900792,0.327701,0.30985,0.415538,0.067627,0.62247,0.278218,0.848744,0.993139,0.44422,High,0
2556,0.855403,0.25536,0.871317,0.772951,0.429938,0.665024,0.418158,0.425806,0.60728,0.897383,0.496313,High,0
2557,0.616452,0.977203,0.418196,0.221386,0.458301,0.856299,0.465883,0.582365,0.144174,0.934536,0.366039,High,0
2558,0.816576,0.081987,0.741155,0.109911,0.91433,0.713317,0.300335,0.721558,0.341958,0.897661,0.510762,High,0
2559,0.431196,0.80317,0.396069,0.675927,0.607414,0.580913,0.521491,0.889661,0.200899,0.838625,0.428745,High,0
2560,0.924258,0.2187,0.537656,0.333353,0.264773,0.788567,0.095158,0.128732,0.842371,0.937443,0.496571,High,0
2561,0.343252,0.018084,0.352231,0.561166,0.265931,0.25,0.491415,0.874803,0.367527,0.831552,0.440393,High,0
2562,0.603213,0.34039,0.936165,0.657771,0.642864,0.7976,0.226489,0.531943,0.858132,0.959346,0.559121,High,0
2563,0.386152,0.506966,0.600399,0.787637,0.148836,0.32637,0.47775,0.794112,0.947194,0.966406,0.455658,High,0
2564,0.247326,0.079171,0.888003,0.924337,0.578293,0.187653,0.244018,0.576179,0.419123,0.998664,0.506552,High,0
2565,0.453611,0.425795,0.680329,0.8023,0.393945,0.645218,0.208819,0.225168,0.975911,0.998869,0.564556,High,0
2566,0.062939,0.513892,0.096028,0.905155,0.947016,0.349265,0.984707,0.145476,0.214409,0.805426,0.456403,High,0
2567,0.647961,0.545203,0.504717,0.074181,0.066517,0.787227,0.752441,0.453753,0.400618,0.955342,0.34927,High,0
2568,0.674473,0.776205,0.429326,0.977175,0.455381,0.222369,0.316746,0.769746,0.298393,0.851328,0.454276,High,0
2569,0.856586,0.38604,0.263031,0.110702,0.035645,0.211937,0.176243,0.851152,0.103595,0.918303,0.381434,High,0
2570,0.447151,0.88906,0.628169,0.137646,0.540883,0.210074,0.039919,0.318001,0.022268,0.876858,0.254811,High,0
2571,0.080505,0.467928,0.829684,0.226857,0.819032,0.807841,0.477766,0.455165,0.760628,0.981789,0.477167,High,0
2572,0.165195,0.803127,0.339816,0.568079,0.148747,0.010914,0.485046,0.523899,0.373016,0.806997,0.219526,High,0
2573,0.099745,0.466673,0.128955,0.84849,0.986964,0.964041,0.77763,0.215446,0.427553,0.862785,0.523231,High,0
2574,0.488251,0.239897,0.364779,0.738362,0.867806,0.481155,0.568561,0.2863,0.592705,0.855338,0.526119,High,0
2575,0.449299,0.823472,0.748094,0.831937,0.069494,0.375389,0.377185,0.063999,0.34687,0.809642,0.275435,High,0
2576,0.185159,0.530322,0.854721,0.637155,0.133291,0.018768,0.153677,0.204488,0.679375,0.944164,0.278166,High,0
2577,0.871082,0.860718,0.672352,0.959378,0.30043,0.700671,0.425131,0.595669,0.554477,0.828542,0.467097,High,0
2578,0.244625,0.783518,0.047037,0.065489,0.609633,0.117118,0.629915,0.75753,0.559032,0.972502,0.332988,High,0
2579,0.658749,0.565464,0.460909,0.404263,0.807634,0.528061,0.090843,0.722162,0.406438,0.960914,0.472343,High,0
2580,0.504995,0.353036,0.235858,0.595505,0.327711,0.491562,0.747247,0.836037,0.891004,0.991801,0.553392,High,0
2581,0.911471,0.392638,0.472786,0.025646,0.046362,0.441519,0.38454,0.997817,0.854077,0.844337,0.3986,High,0
2582,0.07202,0.121091,0.023608,0.752968,0.590588,0.988906,0.842038,0.982335,0.400101,0.920286,0.645656,Medium,0
2583,0.361418,0.038886,0.603092,0.876796,0.347907,0.54179,0.668809,0.500073,0.519589,0.972538,0.57897,High,0
2584,0.422066,0.865904,0.364214,0.502553,0.430591,0.030365,0.027307,0.019747,0.995628,0.952589,0.345706,High,0
2585,0.742261,0.320027,0.780523,0.617054,0.228529,0.935713,0.752455,0.307608,0.319951,0.80807,0.476808,High,0
2586,0.597076,0.73137,0.965181,0.699093,0.372148,0.170842,0.535867,0.980935,0.957276,0.891351,0.455907,High,0
2587,0.4618,0.905482,0.139008,0.85391,0.759531,0.411832,0.678071,0.826141,0.423628,0.81371,0.493822,High,0
2588,0.53765,0.403831,0.379845,0.398623,0.027021,0.497184,0.92677,0.496395,0.072019,0.933843,0.366154,High,0
2589,0.196967,0.529189,0.70205,0.141285,0.872183,0.267071,0.380334,0.149486,0.730173,0.957831,0.380032,High,0
2590,0.35528,0.482702,0.683849,0.706643,0.102642,0.345594,0.311396,0.15805,0.815717,0.84825,0.375256,High,0
2591,0.279689,0.432786,0.086446,0.903103,0.676975,0.047395,0.529686,0.847395,0.857615,0.866824,0.559629,High,0
2592,0.535528,0.874887,0.365492,0.345553,0.73738,0.180195,0.896744,0.419122,0.616109,0.885251,0.422098,High,0
2593,0.593126,0.164967,0.245639,0.949293,0.551726,0.438909,0.732592,0.413219,0.045063,0.979704,0.618788,Medium,0
2594,0.378975,0.809429,0.226737,0.981267,0.902555,0.260743,0.359695,0.668197,0.11159,0.945738,0.53308,High,0
2595,0.167409,0.758566,0.701129,0.01857,0.286692,0.552844,0.880901,0.000327,0.460108,0.901749,0.186766,High,0
2596,0.624787,0.04272,0.601008,0.081932,0.920237,0.422981,0.192781,0.430922,0.370903,0.883806,0.446848,High,0
2597,0.437831,0.844181,0.510756,0.082163,0.667166,0.083014,0.493968,0.689099,0.295619,0.949528,0.278026,High,0
2598,0.897913,0.702089,0.771674,0.510686,0.41268,0.538613,0.408831,0.944455,0.280612,0.991974,0.461566,High,0
2599,0.05993,0.797088,0.342183,0.978698,0.150518,0.085137,0.03113,0.366227,0.322823,0.926327,0.333087,High,0
2600,0.269699,0.074585,0.779951,0.992315,0.086669,0.065414,0.001615,0.589431,0.475967,0.976378,0.468833,High,0
2601,0.612643,0.70346,0.885714,0.262091,0.589943,0.701026,0.291885,0.464164,0.59303,0.918669,0.34839,High,0
2602,0.450873,0.798117,0.882634,0.293997,0.757635,0.601449,0.263443,0.272932,0.91073,0.992052,0.348776,High,0
2603,0.99394,0.134379,0.467312,0.553228,0.995301,0.950511,0.960134,0.400106,0.657737,0.8821,0.683079,Medium,0
2604,0.230929,0.043814,0.914747,0.921218,0.003813,0.579899,0.146465,0.628877,0.471994,0.921739,0.467278,High,0
2605,0.743067,0.672259,0.924459,0.00124,0.25819,0.612742,0.580893,0.863757,0.189092,0.846124,0.322504,High,0
2606,0.289223,0.494541,0.054778,0.228113,0.209303,0.193092,0.613023,0.23842,0.236437,0.86726,0.328524,High,0
2607,0.62217,0.095548,0.885016,0.693443,0.348745,0.720693,0.686056,0.539824,0.809256,0.85064,0.510898,High,0
2608,0.167166,0.667636,0.363664,0.47139,0.362821,0.317878,0.883048,0.497944,0.163052,0.83726,0.325477,High,0
2609,0.017642,0.605726,0.071185,0.566238,0.83265,0.675391,0.948937,0.879053,0.563903,0.885099,0.500831,High,0
2610,0.807306,0.189405,0.726501,0.010541,0.748193,0.449234,0.471111,0.748384,0.929246,0.972247,0.547021,High,0
2611,0.904871,0.03507,0.721326,0.181786,0.981349,0.869337,0.960503,0.478385,0.865982,0.927065,0.682599,Medium,0
2612,0.61232,0.746654,0.058834,0.739757,0.732454,0.806187,0.554848,0.318578,0.677628,0.972243,0.633509,Medium,0
2613,0.010791,0.001081,0.500557,0.772066,0.595629,0.743018,0.119824,0.980479,0.318794,0.833392,0.435334,High,0
2614,0.091676,0.722456,0.015534,0.799114,0.798943,0.479473,0.012361,0.400984,0.306136,0.988022,0.501036,High,0
2615,0.110115,0.020432,0.729547,0.330155,0.951887,0.239252,0.964549,0.808718,0.232104,0.90053,0.474249,High,0
2616,0.294569,0.395238,0.181039,0.325958,0.628511,0.423404,0.617585,0.884232,0.130868,0.937268,0.505837,High,0
2617,0.243726,0.205285,0.914672,0.388669,0.713709,0.237262,0.091427,0.793092,0.048138,0.913786,0.333615,High,0
2618,0.196657,0.939812,0.402367,0.856152,0.273958,0.937747,0.826602,0.039604,0.4211,0.945056,0.452653,High,0
2619,0.95716,0.756482,0.993738,0.556442,0.749829,0.708983,0.351177,0.187212,0.629791,0.910473,0.511204,High,0
2620,0.087044,0.980747,0.857111,0.381238,0.667226,0.78732,0.491884,0.77391,0.140925,0.894249,0.291238,High,0
2621,0.158019,0.35432,0.078261,0.542207,0.982275,0.828482,0.324655,0.76254,0.256839,0.900514,0.498057,High,0
2622,0.446925,0.972253,0.833067,0.309925,0.509737,0.837708,0.95682,0.988162,0.624911,0.902995,0.405984,High,0
2623,0.68258,0.931497,0.249972,0.107337,0.966434,0.079744,0.089628,0.823992,0.332584,0.828056,0.382441,High,0
2624,0.188814,0.782203,0.171022,0.247493,0.466543,0.812068,0.178309,0.303725,0.391735,0.942786,0.331405,High,0
2625,0.146852,0.18348,0.288573,0.492246,0.278632,0.561776,0.89707,0.937669,0.650823,0.841287,0.454098,High,0
2626,0.639099,0.28951,0.235336,0.74111,0.561613,0.421537,0.548053,0.043707,0.874618,0.933183,0.530708,High,0
2627,0.164353,0.006743,0.384104,0.406279,0.518472,0.616708,0.030474,0.561693,0.684599,0.83807,0.451061,High,0
2628,0.800228,0.019609,0.073099,0.923074,0.34459,0.234851,0.695642,0.31795,0.346793,0.902388,0.6614,Medium,0
2629,0.086896,0.437508,0.690572,0.364502,0.908996,0.997849,0.043895,0.393301,0.245195,0.927361,0.373172,High,0
2630,0.862693,0.108339,0.39304,0.36033,0.707389,0.071268,0.819792,0.951776,0.497051,0.963991,0.586307,High,0
2631,0.03689,0.560733,0.307366,0.877487,0.049314,0.311208,0.715861,0.327999,0.111688,0.946771,0.373454,High,0
2632,0.234695,0.311046,0.26824,0.888389,0.784617,0.70359,0.220848,0.340981,0.075073,0.826251,0.463026,High,0
2633,0.255519,0.259512,0.794054,0.057567,0.221372,0.948558,0.881731,0.360145,0.720534,0.817655,0.347168,High,0
2634,0.107064,0.499958,0.088165,0.307213,0.712713,0.498926,0.384705,0.398664,0.706068,0.916464,0.433085,High,0
2635,0.522965,0.226121,0.270094,0.221754,0.538561,0.56858,0.451357,0.07958,0.026136,0.899468,0.400495,High,0
2636,0.238759,0.460173,0.399155,0.136291,0.037483,0.948166,0.559716,0.16606,0.590058,0.900954,0.323565,High,0
2637,0.673509,0.807929,0.291991,0.282318,0.658267,0.947656,0.238356,0.696433,0.688382,0.848704,0.47558,High,0
2638,0.787759,0.83925,0.07393,0.452267,0.105549,0.9765,0.328377,0.009543,0.030542,0.943394,0.47133,High,0
2639,0.769885,0.510909,0.315176,0.257641,0.14133,0.63988,0.672947,0.237602,0.298599,0.968972,0.440941,High,0
2640,0.94858,0.525024,0.082428,0.259244,0.024185,0.864467,0.058143,0.641977,0.812589,0.971495,0.529214,High,0
2641,0.679222,0.941033,0.991836,0.945793,0.0282,0.085204,0.874104,0.383089,0.770616,0.910798,0.376583,High,0
2642,0.807957,0.532392,0.811211,0.691488,0.84334,0.579353,0.307598,0.740505,0.973626,0.805827,0.491766,High,0
2643,0.838355,0.584931,0.183073,0.724229,0.782758,0.128704,0.55609,0.562133,0.550029,0.940799,0.593181,High,0
2644,0.985555,0.882033,0.88064,0.018392,0.136858,0.199537,0.315423,0.294646,0.613891,0.807191,0.247582,High,0
2645,0.615915,0.248393,0.56703,0.774657,0.322419,0.467331,0.819194,0.802504,0.778485,0.871587,0.512794,High,0
2646,0.150121,0.649245,0.257108,0.547233,0.796935,0.768603,0.28736,0.167136,0.446089,0.91877,0.464378,High,0
2647,0.576025,0.783744,0.621156,0.092249,0.770866,0.285388,0.962754,0.083102,0.722966,0.814412,0.370225,High,0
2648,0.753373,0.843374,0.553414,0.476092,0.906129,0.256808,0.006373,0.947821,0.767709,0.892559,0.484865,High,0
2649,0.881795,0.579529,0.682827,0.607782,0.41029,0.573518,0.031146,0.776138,0.597399,0.912245,0.460983,High,0
2650,0.857109,0.996136,0.241866,0.047982,0.350748,0.683668,0.172687,0.017561,0.000109,0.86312,0.2975,High,0
2651,0.446069,0.172832,0.049957,0.755765,0.574642,0.472122,0.014532,0.609072,0.93085,0.992191,0.638502,Medium,0
2652,0.736949,0.05667,0.028274,0.158911,0.309001,0.787759,0.666459,0.942987,0.339323,0.995968,0.631018,Medium,0
2653,0.729479,0.312195,0.346985,0.006006,0.581991,0.83539,0.383802,0.986492,0.756533,0.979059,0.579442,High,0
2654,0.910389,0.544319,0.441248,0.518132,0.164877,0.968082,0.690363,0.674695,0.956919,0.973171,0.547922,High,0
2655,0.464346,0.293422,0.161001,0.976368,0.617912,0.736108,0.115625,0.275044,0.819218,0.865157,0.522591,High,0
2656,0.792463,0.245107,0.367295,0.963238,0.582809,0.02655,0.732996,0.956076,0.246364,0.991428,0.667054,Medium,0
2657,0.126281,0.517253,0.650669,0.943213,0.485455,0.664072,0.370493,0.489752,0.216593,0.802225,0.358058,High,0
2658,0.480799,0.792037,0.381788,0.905621,0.707532,0.104874,0.180162,0.711915,0.580841,0.823568,0.404465,High,0
2659,0.112644,0.176376,0.712942,0.203448,0.0179,0.476539,0.99813,0.775933,0.064814,0.805343,0.271787,High,0
2660,0.197243,0.582047,0.116904,0.931375,0.778499,0.163656,0.788961,0.35628,0.826717,0.890051,0.526559,High,0
2661,0.883466,0.631267,0.634715,0.717326,0.216983,0.478131,0.741791,0.754964,0.098147,0.898521,0.474164,High,0
2662,0.46005,0.799405,0.579001,0.510513,0.288228,0.550023,0.79507,0.927085,0.255444,0.851716,0.418853,High,0
2663,0.177435,0.345347,0.332131,0.500134,0.560733,0.615419,0.831955,0.787626,0.984121,0.865608,0.47287,High,0
2664,0.508884,0.441239,0.445212,0.103166,0.080022,0.56679,0.852491,0.04579,0.178823,0.989409,0.35822,High,0
2665,0.354282,0.196781,0.136605,0.956626,0.996426,0.862199,0.542113,0.643815,0.151467,0.91821,0.70098,Medium,1
2666,0.00878,0.969159,0.281321,0.419724,0.123491,0.918348,0.348745,0.006904,0.096617,0.885241,0.244274,High,0
2667,0.641157,0.132342,0.40274,0.665728,0.963415,0.044851,0.817164,0.938152,0.121747,0.96158,0.64382,Medium,0
2668,0.559103,0.554512,0.856686,0.790431,0.540418,0.419845,0.614099,0.147883,0.6346,0.991855,0.498665,High,0
2669,0.493123,0.182082,0.189722,0.308354,0.96778,0.814325,0.118359,0.221304,0.087258,0.803576,0.47994,High,0
2670,0.533646,0.418107,0.019175,0.593842,0.514853,0.170998,0.634916,0.3427,0.246366,0.881751,0.471928,High,0
2671,0.320139,0.679908,0.922325,0.390792,0.792807,0.067574,0.318229,0.894466,0.008045,0.911699,0.374372,High,0
2672,0.427761,0.015346,0.623607,0.739528,0.63445,0.824158,0.074956,0.292975,0.054065,0.829405,0.44672,High,0
2673,0.451536,0.831384,0.409968,0.402362,0.524237,0.195358,0.696084,0.642914,0.904345,0.808719,0.359225,High,0
2674,0.382907,0.053194,0.018998,0.900074,0.954499,0.500363,0.42234,0.622452,0.172409,0.80634,0.551678,High,0
2675,0.69586,0.951191,0.107794,0.524795,0.602323,0.384927,0.171844,0.565477,0.614227,0.853102,0.43274,High,0
2676,0.816264,0.075281,0.078496,0.812593,0.180999,0.542683,0.881678,0.409066,0.101148,0.983332,0.690097,Medium,0
2677,0.195063,0.371485,0.289012,0.602504,0.608798,0.484098,0.268367,0.721,0.122946,0.973371,0.519536,High,0
2678,0.236871,0.853841,0.38759,0.137009,0.709816,0.922742,0.297045,0.232149,0.753614,0.921335,0.374283,High,0
2679,0.877855,0.362246,0.28204,0.158773,0.731664,0.405761,0.801857,0.106945,0.919779,0.887154,0.482949,High,0
2680,0.901514,0.460707,0.893633,0.40227,0.984321,0.702917,0.288035,0.665783,0.573854,0.83308,0.52468,High,0
2681,0.325764,0.281927,0.697724,0.111009,0.21692,0.40642,0.301281,0.025366,0.183468,0.836764,0.230979,High,0
2682,0.424445,0.063147,0.053912,0.833699,0.561211,0.154075,0.982125,0.550442,0.880818,0.840267,0.61762,Medium,0
2683,0.065086,0.631296,0.007436,0.289094,0.905434,0.290818,0.355928,0.5725,0.479645,0.843705,0.387696,High,0
2684,0.81105,0.760034,0.290552,0.239077,0.392201,0.585733,0.41218,0.456615,0.606619,0.818794,0.377768,High,0
2685,0.722958,0.299927,0.747992,0.699061,0.973032,0.925956,0.503809,0.897147,0.237441,0.858375,0.570787,High,0
2686,0.175869,0.993855,0.175234,0.469242,0.422023,0.617875,0.970157,0.657929,0.833096,0.95267,0.410496,High,0
2687,0.180663,0.375897,0.361206,0.886162,0.041089,0.711254,0.111234,0.839888,0.984643,0.973159,0.539401,High,0
2688,0.355393,0.50309,0.967012,0.66819,0.459365,0.969412,0.618767,0.418907,0.292888,0.827236,0.378727,High,0
2689,0.250936,0.451314,0.112006,0.612915,0.091199,0.161663,0.593423,0.725544,0.6162,0.841476,0.379739,High,0
2690,0.891727,0.55068,0.871258,0.346522,0.51998,0.971445,0.457254,0.982337,0.255941,0.858847,0.488493,High,0
2691,0.746749,0.785277,0.077716,0.951105,0.138395,0.246592,0.398923,0.675004,0.495373,0.935308,0.511287,High,0
2692,0.645233,0.153948,0.535213,0.290513,0.96816,0.924327,0.107215,0.385971,0.028565,0.983663,0.54173,High,0
2693,0.26448,0.143152,0.601462,0.0819,0.899123,0.10329,0.053983,0.396665,0.941853,0.892031,0.398797,High,0
2694,0.083914,0.918349,0.364188,0.018977,0.310489,0.756465,0.619026,0.597506,0.078657,0.982538,0.335466,High,0
2695,0.895385,0.069254,0.440472,0.072767,0.720469,0.022934,0.503824,0.468339,0.523612,0.954407,0.532796,High,0
2696,0.775714,0.077117,0.178447,0.838487,0.528718,0.294448,0.165522,0.957606,0.915,0.989255,0.727754,Medium,1
2697,0.084103,0.0957,0.410234,0.700023,0.996273,0.529644,0.49672,0.452501,0.662113,0.963919,0.605978,Medium,0
2698,0.75868,0.872628,0.382722,0.724938,0.300348,0.694441,0.989702,0.362054,0.832115,0.935975,0.553876,High,0
2699,0.234177,0.785341,0.098546,0.224134,0.381588,0.107171,0.411647,0.041505,0.454813,0.921204,0.32905,High,0
2700,0.312378,0.912346,0.351244,0.896718,0.502618,0.452176,0.482887,0.281791,0.074316,0.999826,0.426045,High,0
2701,0.075546,0.365822,0.289838,0.066517,0.938059,0.274618,0.539025,0.038542,0.072269,0.987866,0.355299,High,0
2702,0.794418,0.712202,0.503191,0.518642,0.672568,0.079139,0.96271,0.808987,0.880271,0.809481,0.52213,High,0
2703,0.472927,0.452133,0.438731,0.59372,0.117545,0.992187,0.950739,0.451277,0.18088,0.994813,0.524565,High,0
2704,0.828651,0.831512,0.934836,0.18897,0.898216,0.837205,0.437719,0.29799,0.47816,0.900854,0.455699,High,0
2705,0.228526,0.7423,0.390551,0.497076,0.152332,0.759588,0.34997,0.253379,0.744273,0.876621,0.346921,High,0
2706,0.679207,0.713253,0.005886,0.343933,0.159568,0.109345,0.689026,0.830928,0.840453,0.955443,0.503495,High,0
2707,0.269369,0.163731,0.716952,0.485428,0.886645,0.313594,0.978475,0.144456,0.131008,0.811693,0.399841,High,0
2708,0.246397,0.824885,0.319558,0.154135,0.220035,0.548439,0.306387,0.401759,0.388288,0.895267,0.323721,High,0
2709,0.092457,0.629859,0.10063,0.814618,0.788771,0.726439,0.884352,0.470606,0.497539,0.825174,0.442234,High,0
2710,0.770331,0.411778,0.146756,0.255008,0.103419,0.3751,0.10911,0.979502,0.504985,0.950406,0.493445,High,0
2711,0.42625,0.305459,0.55472,0.18568,0.171131,0.261032,0.220603,0.09699,0.287327,0.865391,0.316184,High,0
2712,0.311982,0.129695,0.801328,0.243478,0.392176,0.216754,0.223041,0.500725,0.92289,0.867933,0.363855,High,0
2713,0.560189,0.299951,0.002847,0.258725,0.428391,0.702874,0.861933,0.08109,0.607386,0.860568,0.477802,High,0
2714,0.046089,0.454268,0.423543,0.742004,0.186824,0.128398,0.301643,0.551698,0.196315,0.956367,0.345145,High,0
2715,0.992035,0.093609,0.07964,0.992335,0.366842,0.887311,0.685242,0.449044,0.474371,0.96581,0.725629,Medium,1
2716,0.357781,0.140706,0.453741,0.696991,0.233352,0.788568,0.722281,0.886463,0.497187,0.992353,0.56228,High,0
2717,0.837867,0.49772,0.146571,0.617929,0.980957,0.469515,0.217834,0.274385,0.327563,0.806593,0.558145,High,0
2718,0.353371,0.011243,0.133684,0.764596,0.407105,0.654111,0.882812,0.775081,0.218216,0.852044,0.527102,High,0
2719,0.693048,0.472254,0.839952,0.277486,0.661922,0.913941,0.707292,0.185192,0.519835,0.878558,0.432204,High,0
2720,0.764938,0.675476,0.580018,0.723844,0.001868,0.996838,0.819536,0.216944,0.432389,0.868602,0.446473,High,0
2721,0.023654,0.255898,0.976549,0.991981,0.412194,0.086183,0.968297,0.285751,0.339491,0.809378,0.347536,High,0
2722,0.447506,0.346001,0.12979,0.45733,0.735873,0.671462,0.608829,0.136277,0.345004,0.881546,0.454947,High,0
2723,0.303944,0.652727,0.786709,0.785713,0.806916,0.210834,0.055006,0.759765,0.375565,0.941641,0.43394,High,0
2724,0.124479,0.421292,0.378823,0.102272,0.976509,0.992896,0.375202,0.466448,0.593242,0.928823,0.488956,High,0
2725,0.443465,0.237525,0.104883,0.494449,0.320457,0.749269,0.817464,0.007517,0.386287,0.919726,0.479038,High,0
2726,0.301369,0.980442,0.589071,0.797467,0.518532,0.901425,0.84184,0.30769,0.642147,0.869985,0.403181,High,0
2727,0.358888,0.3515,0.369868,0.68987,0.822593,0.190398,0.201287,0.561751,0.338887,0.805952,0.402329,High,0
2728,0.785041,0.714882,0.074459,0.938047,0.838118,0.130873,0.40397,0.093247,0.349879,0.905686,0.528348,High,0
2729,0.342457,0.692182,0.118846,0.219813,0.094856,0.946494,0.14531,0.709789,0.155607,0.911685,0.264294,High,0
2730,0.837266,0.043045,0.139996,0.662812,0.52521,0.308879,0.634071,0.049775,0.326101,0.87889,0.589555,High,0
2731,0.787835,0.667592,0.716374,0.898137,0.133789,0.616749,0.516262,0.529651,0.151231,0.805641,0.369082,High,0
2732,0.842001,0.058728,0.527895,0.289154,0.052281,0.305577,0.774334,0.484313,0.422997,0.837872,0.434299,High,0
2733,0.988674,0.678933,0.70936,0.699054,0.597727,0.995228,0.930137,0.321339,0.202448,0.802416,0.519135,High,0
